LLM,Year,Question_ID,Task_ID,Score,Max Score,Normalized Score
opus,2017,A,A1,4.0,5,0.8
opus,2017,A,A2,1.0,1,1.0
opus,2017,A,A3,2.0,2,1.0
opus,2017,B,B1,20.0,20,1.0
opus,2017,C,C1,0.0,15,0.0
opus,2017,C,C2,1.0,2,0.5
opus,2017,D,D1,7.0,7,1.0
opus,2017,D,D2,1.0,1,1.0
opus,2017,D,D3,1.0,1,1.0
opus,2017,D,D4,1.0,1,1.0
opus,2017,E,E1,23.0,25,0.92
opus,2017,F,F1,4.0,4,1.0
opus,2017,F,F2,7.0,7,1.0
opus,2017,G,G1,2.0,8,0.25
opus,2017,G,G2,0.0,1,0.0
opus,2017,H,H1,0.0,4,0.0
opus,2017,I,I1,13.0,13,1.0
opus,2017,I,I2,3.5,4,0.875
opus,2017,I,I3,4.0,4,1.0
opus,2017,J,J1,10.0,10,1.0
opus,2017,J,J2,4.0,4,1.0
opus,2017,J,J3,3.0,3,1.0
opus,2017,K,K2,0.0,1,0.0
opus,2017,K,K3,1.0,2,0.5
opus,2017,L,L1,1.5,3,0.5
opus,2017,L,L2,0.5,3,0.166667
opus,2017,M,M1,6.0,6,1.0
opus,2017,M,M2,6.0,6,1.0
opus,2017,N,N1,12.0,12,1.0
opus,2017,N,N2,6.0,6,1.0
opus,2017,N,N3,4.5,5,0.9
opus,2017,O,O1,5.0,10,0.5
opus,2017,O,O2,0.0,1,0.0
opus,2017,P,P1,0.0,3,0.0
opus,2017,Q,Q1,1.0,7,0.142857
opus,2017,Q,Q2,1.0,3,0.333333
opus,2017,R,R1,0.0,5,0.0
opus,2017,R,R2,0.0,1,0.0
opus,2017,R,R3,0.0,1,0.0
