LLM,Year,Question_ID,Task_ID,Score,Max Score,Normalized Score
opus,2023,A,A1,7.0,8,0.875
opus,2023,A,A2,2.0,4,0.5
opus,2023,A,A3,0.0,6,0.0
opus,2023,A,A4,5.0,6,0.833333333
opus,2023,B,B1,2.0,5,0.4
opus,2023,C,C1,1.0,9,0.111111111
opus,2023,C,C2,0.0,1,0.0
opus,2023,D,D1,2.0,4,0.5
opus,2023,D,D2,0.0,4,0.0
opus,2023,E,E1,4.0,6,0.666666667
opus,2023,E,E2,1.0,1,1.0
opus,2023,E,E3,2.0,2,1.0
opus,2023,E,E4,0.0,1,0.0
opus,2023,F,F1,2.0,21,0.095238095
opus,2023,F,F2,0.0,4,0.0
opus,2023,G,G1,0.0,3,0.0
opus,2023,G,G2,1.0,3,0.333333333
opus,2023,G,G3,0.0,1,0.0
opus,2023,H,H1,5.0,6,0.833333333
opus,2023,H,H2,1.0,6,0.166666667
opus,2023,H,H3,0.0,1,0.0
opus,2023,H,H4,2.0,2,1.0
opus,2023,H,H5,0.0,1,0.0
opus,2023,I,I1,1.0,6,0.166666667
opus,2023,J,J1,0.0,5,0.0
opus,2023,K,K1,1.0,2,0.5
opus,2023,K,K2,0.0,3,0.0
opus,2023,K,K3,12.0,22,0.545454546
opus,2023,L,L1,0.0,1,0.0
opus,2023,L,L2,0.0,3,0.0
opus,2023,L,L3,0.5,3,0.166666667
opus,2023,M,M1,2.5,4,0.625
opus,2023,M,M2,1.0,5,0.2
opus,2023,N,N1,1.0,12,0.083333333
opus,2023,N,N2,0.0,4,0.0
opus,2023,O,O1,2.0,8,0.25
opus,2023,O,O2,0.0,3,0.0
opus,2023,O,O3,0.0,6,0.0
opus,2023,P,P1,1.0,18,0.055555556
opus,2023,Q,Q1,3.0,8,0.375
