LLM,Year,Question_ID,Task_ID,Score,Max Score,Normalized Score
opus,2020,A,A1,8.0,14,0.571429
opus,2020,A,A2,7.0,19,0.368421
opus,2020,B,B1,0.0,16,0.0
opus,2020,B,B2,0.0,4,0.0
opus,2020,B,B3,0.0,3,0.0
opus,2020,C,C1,4.0,26,0.153846
opus,2020,D,D1,0.0,7,0.0
opus,2020,D,D2,0.0,9,0.0
opus,2020,E,E1,4.0,4,1.0
opus,2020,E,E2,0.0,1,0.0
opus,2020,E,E3,1.0,1,1.0
opus,2020,F,F1,0.5,3,0.166667
opus,2020,F,F2,1.0,6,0.166667
opus,2020,G,G1,1.0,12,0.083333
opus,2020,G,G2,0.0,6,0.0
opus,2020,H,H1,0.0,4,0.0
opus,2020,H,H2,0.0,3,0.0
opus,2020,I,I1,10.0,20,0.5
opus,2020,I,I2,0.0,3,0.0
opus,2020,I,I3,0.0,1,0.0
opus,2020,J,J1,0.0,3,0.0
opus,2020,J,J2,0.0,3,0.0
opus,2020,K,K1,0.5,17,0.029412
opus,2020,K,K2,0.0,1,0.0
opus,2020,L,L1,1.5,3,0.5
opus,2020,L,L2,3.0,3,1.0
opus,2020,L,L3,0.0,1,0.0
opus,2020,L,L4,1.0,1,1.0
opus,2020,L,L5,0.0,3,0.0
opus,2020,L,L6,2.0,3,0.666667
opus,2020,M,M1,1.0,1,1.0
opus,2020,M,M2,3.0,6,0.5
opus,2020,M,M3,2.0,4,0.5
opus,2020,N,N1,0.0,1,0.0
opus,2020,N,N2,0.0,1,0.0
opus,2020,N,N3,0.0,5,0.0
opus,2020,O,O1,4.0,5,0.8
opus,2020,O,O2,1.0,5,0.2
opus,2020,P,P1,5.0,17,0.294118
opus,2020,Q,Q1,0.0,7,0.0
opus,2020,Q,Q2,0.0,1,0.0
opus,2020,Q,Q3,1.0,11,0.090909
opus,2020,R,R1,0.0,22,0.0
