LLM,Year,Question_ID,Task_ID,Score,Max Score,Normalized Score
opus,2024,A,A1,6.0,6,1.0
opus,2024,A,A2,0.0,1,0.0
opus,2024,A,A3,1.0,1,1.0
opus,2024,A,A4,1.0,6,0.166667
opus,2024,A,A5,0.0,1,0.0
opus,2024,B,B1,2.0,2,1.0
opus,2024,B,B2,1.0,1,1.0
opus,2024,B,B3,4.0,6,0.666667
opus,2024,C,C1,3.0,5,0.6
opus,2024,C,C2,0.0,6,0.0
opus,2024,C,C3,1.0,1,1.0
opus,2024,C,C4,1.0,1,1.0
opus,2024,C,C5,2.0,2,1.0
opus,2024,D,D1,8.0,14,0.571429
opus,2024,D,D2,3.0,3,1.0
opus,2024,D,D3,1.0,1,1.0
opus,2024,D,D4,0.0,8,0.0
opus,2024,E,E1,0.0,7,0.0
opus,2024,E,E2,0.0,1,0.0
opus,2024,F,F1,2.0,6,0.333333
opus,2024,G,G1,1.0,1,1.0
opus,2024,G,G2,4.0,5,0.8
opus,2024,G,G3,9.0,9,1.0
opus,2024,G,G4,3.0,3,1.0
opus,2024,G,G5,1.0,1,1.0
opus,2024,G,G6,1.0,1,1.0
opus,2024,H,H1,0.0,2,0.0
opus,2024,H,H2,0.0,1,0.0
opus,2024,H,H3,1.0,4,0.25
opus,2024,H,H4,1.5,5,0.3
opus,2024,I,I1,8.0,15,0.533333
opus,2024,I,I2,0.0,1,0.0
opus,2024,J,J1,3.0,8,0.375
opus,2024,J,J2,0.0,8,0.0
opus,2024,K,K1,12.0,15,0.8
opus,2024,L,L1,2.0,3,0.666667
opus,2024,L,L2,1.0,4,0.25
opus,2024,M,M1,2.0,20,0.1
opus,2024,M,M2,0.0,4,0.0
opus,2024,M,M3,0.0,5,0.0
opus,2024,M,M4,0.0,1,0.0
opus,2024,N,N1,0.0,1,0.0
opus,2024,N,N2,3.0,9,0.333333
opus,2024,N,N3,0.0,3,0.0
opus,2024,N,N4,0.0,2,0.0
opus,2024,N,N5,1.0,5,0.2
opus,2024,O,O1,4.0,15,0.266667
opus,2024,O,O2,0.0,1,0.0
opus,2024,O,O3,0.0,1,0.0
opus,2024,O,O4,0.0,1,0.0
opus,2024,P,P1,3.0,6,0.5
opus,2024,P,P2,0.0,6,0.0
opus,2024,P,P3,4.0,6,0.666667
opus,2024,Q,Q1,1.0,15,0.066667
opus,2024,Q,Q2,1.0,3,0.333333
opus,2024,Q,Q3,0.0,4,0.0
opus,2024,R,R1,5.0,5,1.0
opus,2024,R,R2,3.0,3,1.0
opus,2024,R,R3,2.0,23,0.086957
opus,2024,R,R4,0.0,3,0.0
