LLM,Year,Question_ID,Task_ID,Score,Max Score,Normalized Score
opus,2019,A,A1,0.0,2,0.0
opus,2019,A,A2,12.0,16,0.75
opus,2019,B,B1,3.0,4,0.75
opus,2019,B,B2,4.0,4,1.0
opus,2019,C,C1,0.0,12,0.0
opus,2019,D,D1,0.0,12,0.0
opus,2019,D,D2,2.0,4,0.5
opus,2019,E,E1,0.0,3,0.0
opus,2019,F,F1,1.0,8,0.125
opus,2019,F,F2,1.0,1,1.0
opus,2019,F,F3,1.0,15,0.066667
opus,2019,G,G1,17.0,21,0.809524
opus,2019,G,G2,1.0,3,0.333333
opus,2019,H,H1,3.0,9,0.333333
opus,2019,H,H2,0.0,5,0.0
opus,2019,H,H3,0.0,4,0.0
opus,2019,I,I1,1.0,10,0.1
opus,2019,I,I2,3.0,6,0.5
opus,2019,J,J1,0.0,1,0.0
opus,2019,J,J2,2.0,2,1.0
opus,2019,J,J3,11.0,15,0.733333
opus,2019,J,J4,0.0,1,0.0
opus,2019,K,K1,1.0,18,0.055556
opus,2019,K,K2,0.0,3,0.0
opus,2019,K,K3,0.0,3,0.0
opus,2019,L,L1,0.0,1,0.0
opus,2019,L,L2,0.0,1,0.0
opus,2019,L,L3,0.5,1,0.5
opus,2019,M,M1,0.5,1,0.5
opus,2019,M,M2,0.0,6,0.0
opus,2019,N,N1,2.0,24,0.083333
opus,2019,N,N2,0.0,2,0.0
opus,2019,O,O1,13.0,18,0.722222
opus,2019,P,P1,0.0,3,0.0
opus,2019,P,P2,0.0,4,0.0
opus,2019,Q,Q1,0.5,2,0.25
opus,2019,Q,Q2,1.0,6,0.166667
opus,2019,Q,Q3,4.0,5,0.8
opus,2019,Q,Q4,0.0,1,0.0
opus,2019,R,R1,12.0,12,1.0
opus,2019,R,R2,0.0,3,0.0
opus,2019,R,R3,0.0,1,0.0
opus,2019,R,R4,0.0,5,0.0
