LLM,Year,Question_ID,Task_ID,Score,Max Score,Normalized Score
opus,2022,A,A1,1.0,3,0.333333
opus,2022,A,A2,1.0,5,0.2
opus,2022,A,A3,1.0,1,1.0
opus,2022,B,B1,2.0,2,1.0
opus,2022,B,B2,3.0,3,1.0
opus,2022,C,C1,5.0,11,0.454545
opus,2022,C,C2,3.0,16,0.1875
opus,2022,C,C3,1.0,3,0.333333
opus,2022,C,C4,1.0,3,0.333333
opus,2022,C,C5,2.0,3,0.666667
opus,2022,C,C6,0.0,1,0.0
opus,2022,D,D1,0.0,3,0.0
opus,2022,D,D2,2.5,3,0.833333
opus,2022,D,D3,3.0,3,1.0
opus,2022,D,D4,0.0,2,0.0
opus,2022,E,E1,1.0,19,0.052632
opus,2022,E,E2,0.0,2,0.0
opus,2022,E,E3,0.0,4,0.0
opus,2022,E,E4,0.0,4,0.0
opus,2022,E,E5,1.0,1,1.0
opus,2022,E,E6,0.0,1,0.0
opus,2022,E,E7,0.0,1,0.0
opus,2022,F,F1,3.0,6,0.5
opus,2022,F,F2,4.0,5,0.8
opus,2022,F,F3,2.0,4,0.5
opus,2022,F,F4,0.0,1,0.0
opus,2022,G,G1,1.0,1,1.0
opus,2022,G,G2,1.0,1,1.0
opus,2022,G,G3,1.0,1,1.0
opus,2022,G,G4,1.0,1,1.0
opus,2022,G,G5,0.0,1,0.0
opus,2022,H,H1,0.0,1,0.0
opus,2022,H,H2,1.0,1,1.0
opus,2022,H,H3,1.0,7,0.142857
opus,2022,H,H4,0.0,1,0.0
opus,2022,H,H5,0.0,1,0.0
opus,2022,H,H6,1.0,1,1.0
opus,2022,I,I1,14.0,20,0.7
opus,2022,I,I2,2.0,6,0.333333
opus,2022,I,I3,1.0,1,1.0
opus,2022,J,J1,1.0,7,0.142857
opus,2022,J,J2,2.0,2,1.0
opus,2022,K,K1,0.0,23,0.0
opus,2022,K,K2,0.0,2,0.0
opus,2022,K,K3,0.0,2,0.0
opus,2022,L,L1,4.0,4,1.0
opus,2022,L,L2,1.0,1,1.0
opus,2022,L,L3,2.0,2,1.0
opus,2022,L,L4,2.0,6,0.333333
opus,2022,L,L5,0.0,1,0.0
opus,2022,M,M1,3.0,3,1.0
opus,2022,M,M2,0.0,1,0.0
opus,2022,M,M3,0.0,2,0.0
opus,2022,N,N1,1.0,2,0.5
opus,2022,N,N2,0.0,8,0.0
opus,2022,N,N3,0.0,10,0.0
opus,2022,O,O1,2.0,5,0.4
opus,2022,P,P1,1.0,2,0.5
opus,2022,P,P2,1.0,3,0.333333
opus,2022,P,P3,0.0,1,0.0
opus,2022,P,P4,0.0,5,0.0
opus,2022,P,P5,3.0,6,0.5
opus,2022,P,P6,0.0,1,0.0
opus,2022,P,P7,0.0,4,0.0
opus,2022,Q,Q1,1.5,3,0.5
opus,2022,Q,Q2,1.5,4,0.375
opus,2022,R,R1,2.0,8,0.25
opus,2022,R,R2,2.0,6,0.333333
opus,2022,R,R3,0.0,7,0.0
