LLM,Year,Question_ID,Task_ID,Score,Max Score,Normalized Score
gemini-2.5-pro,2022,A,A1,0,3,0
gemini-2.5-pro,2022,A,A2,0,5,0
gemini-2.5-pro,2022,A,A3,1,1,1
gemini-2.5-pro,2022,B,B1,2,2,1
gemini-2.5-pro,2022,B,B2,3,3,1
gemini-2.5-pro,2022,C,C1,5,11,0.454545455
gemini-2.5-pro,2022,C,C2,13,16,0.8125
gemini-2.5-pro,2022,C,C3,3,3,1
gemini-2.5-pro,2022,C,C4,3,3,1
gemini-2.5-pro,2022,C,C5,1,3,0.333333333
gemini-2.5-pro,2022,C,C6,1,1,1
gemini-2.5-pro,2022,D,D1,0,3,0
gemini-2.5-pro,2022,D,D2,3,3,1
gemini-2.5-pro,2022,D,D3,3,3,1
gemini-2.5-pro,2022,D,D4,0,2,0
gemini-2.5-pro,2022,E,E1,4,19,0.210526316
gemini-2.5-pro,2022,E,E2,0,2,0
gemini-2.5-pro,2022,E,E3,0.5,4,0.125
gemini-2.5-pro,2022,E,E4,0,4,0
gemini-2.5-pro,2022,E,E5,1,1,1
gemini-2.5-pro,2022,E,E6,0,1,0
gemini-2.5-pro,2022,E,E7,0.5,1,0.5
gemini-2.5-pro,2022,F,F1,6,6,1
gemini-2.5-pro,2022,F,F2,4,5,0.8
gemini-2.5-pro,2022,F,F3,4,4,1
gemini-2.5-pro,2022,F,F4,0,1,0
gemini-2.5-pro,2022,G,G1,1,1,1
gemini-2.5-pro,2022,G,G2,1,1,1
gemini-2.5-pro,2022,G,G3,1,1,1
gemini-2.5-pro,2022,G,G4,1,1,1
gemini-2.5-pro,2022,G,G5,1,1,1
gemini-2.5-pro,2022,H,H1,1,1,1
gemini-2.5-pro,2022,H,H2,1,1,1
gemini-2.5-pro,2022,H,H3,4,7,0.571428571
gemini-2.5-pro,2022,H,H4,1,1,1
gemini-2.5-pro,2022,H,H5,1,1,1
gemini-2.5-pro,2022,H,H6,1,1,1
gemini-2.5-pro,2022,I,I1,20,20,1
gemini-2.5-pro,2022,I,I2,5,6,0.833333333
gemini-2.5-pro,2022,I,I3,1,1,1
gemini-2.5-pro,2022,J,J1,3,7,0.428571429
gemini-2.5-pro,2022,J,J2,2,2,1
gemini-2.5-pro,2022,K,K1,9,23,0.391304348
gemini-2.5-pro,2022,K,K2,1,2,0.5
gemini-2.5-pro,2022,K,K3,0,2,0
gemini-2.5-pro,2022,L,L1,4,4,1
gemini-2.5-pro,2022,L,L2,1,1,1
gemini-2.5-pro,2022,L,L3,2,2,1
gemini-2.5-pro,2022,L,L4,2,6,0.333333333
gemini-2.5-pro,2022,L,L5,0,1,0
gemini-2.5-pro,2022,M,M1,3,3,1
gemini-2.5-pro,2022,M,M2,0,1,0
gemini-2.5-pro,2022,M,M3,1.5,2,0.75
gemini-2.5-pro,2022,N,N1,1,2,0.5
gemini-2.5-pro,2022,N,N2,1,8,0.125
gemini-2.5-pro,2022,N,N3,1,10,0.1
gemini-2.5-pro,2022,O,O1,4,5,0.8
gemini-2.5-pro,2022,P,P1,1,2,0.5
gemini-2.5-pro,2022,P,P2,2,3,0.666666667
gemini-2.5-pro,2022,P,P3,0.5,1,0.5
gemini-2.5-pro,2022,P,P4,1,5,0.2
gemini-2.5-pro,2022,P,P5,4,6,0.666666667
gemini-2.5-pro,2022,P,P6,1,1,1
gemini-2.5-pro,2022,P,P7,3,4,0.75
gemini-2.5-pro,2022,Q,Q1,2.5,3,0.833333333
gemini-2.5-pro,2022,Q,Q2,4,4,1
gemini-2.5-pro,2022,R,R1,1.5,8,0.1875
gemini-2.5-pro,2022,R,R2,2,6,0.333333333
gemini-2.5-pro,2022,R,R3,3,7,0.428571429
