LLM,Year,Question_ID,Task_ID,Score,Max Score,Normalized Score
gemini-2.5-pro,2018,A,A1_1,1,1,1.0000000000
gemini-2.5-pro,2018,A,A1_2,1,1,1.0000000000
gemini-2.5-pro,2018,A,A1_3,0.5,1,0.5000000000
gemini-2.5-pro,2018,A,A1_4,1,1,1.0000000000
gemini-2.5-pro,2018,A,A1_5,1,1,1.0000000000
gemini-2.5-pro,2018,A,A1_6,0.5,1,0.5000000000
gemini-2.5-pro,2018,A,A2_1,1,1,1.0000000000
gemini-2.5-pro,2018,A,A2_2,1,1,1.0000000000
gemini-2.5-pro,2018,B,B1_1,1,1,1.0000000000
gemini-2.5-pro,2018,B,B1_2,0,1,0.0000000000
gemini-2.5-pro,2018,B,B2_1,1,1,1.0000000000
gemini-2.5-pro,2018,B,B2_2,0,1,0.0000000000
gemini-2.5-pro,2018,B,B2_3,1,1,1.0000000000
gemini-2.5-pro,2018,B,B2_4,0,1,0.0000000000
gemini-2.5-pro,2018,B,B2_5,0,1,0.0000000000
gemini-2.5-pro,2018,C,C1_1,1,1,1.0000000000
gemini-2.5-pro,2018,C,C1_2,1,1,1.0000000000
gemini-2.5-pro,2018,C,C1_3,1,1,1.0000000000
gemini-2.5-pro,2018,C,C1_4,1,1,1.0000000000
gemini-2.5-pro,2018,C,C1_5,1,1,1.0000000000
gemini-2.5-pro,2018,C,C1_6,1,1,1.0000000000
gemini-2.5-pro,2018,C,C1_7,1,1,1.0000000000
gemini-2.5-pro,2018,C,C1_8,1,1,1.0000000000
gemini-2.5-pro,2018,C,C1_9,1,1,1.0000000000
gemini-2.5-pro,2018,C,C1_10,1,1,1.0000000000
gemini-2.5-pro,2018,C,C1_11,1,1,1.0000000000
gemini-2.5-pro,2018,C,C1_12,1,1,1.0000000000
gemini-2.5-pro,2018,C,C1_13,1,1,1.0000000000
gemini-2.5-pro,2018,C,C1_14,1,1,1.0000000000
gemini-2.5-pro,2018,C,C2_1,1,1,1.0000000000
gemini-2.5-pro,2018,C,C3_1,1,1,1.0000000000
gemini-2.5-pro,2018,C,C3_2,1,1,1.0000000000
gemini-2.5-pro,2018,C,C3_3,1,1,1.0000000000
gemini-2.5-pro,2018,C,C3_4,1,1,1.0000000000
gemini-2.5-pro,2018,C,C3_5,1,1,1.0000000000
gemini-2.5-pro,2018,D,D1_1,1,1,1.0000000000
gemini-2.5-pro,2018,D,D1_2,1,1,1.0000000000
gemini-2.5-pro,2018,D,D2_1,1,1,1.0000000000
gemini-2.5-pro,2018,D,D2_2,1,1,1.0000000000
gemini-2.5-pro,2018,D,D2_3,1,1,1.0000000000
gemini-2.5-pro,2018,D,D2_4,1,1,1.0000000000
gemini-2.5-pro,2018,D,D3_1,1,1,1.0000000000
gemini-2.5-pro,2018,D,D3_2,1,1,1.0000000000
gemini-2.5-pro,2018,D,D3_3,1,1,1.0000000000
gemini-2.5-pro,2018,E,E1_1,1,1,1.0000000000
gemini-2.5-pro,2018,E,E1_2,1,1,1.0000000000
gemini-2.5-pro,2018,E,E1_3,1,1,1.0000000000
gemini-2.5-pro,2018,E,E1_4,1,1,1.0000000000
gemini-2.5-pro,2018,E,E2_1,1,1,1.0000000000
gemini-2.5-pro,2018,E,E2_2,1,1,1.0000000000
gemini-2.5-pro,2018,E,E2_3,1,1,1.0000000000
gemini-2.5-pro,2018,E,E2_4,1,1,1.0000000000
gemini-2.5-pro,2018,E,E2_5,1,1,1.0000000000
gemini-2.5-pro,2018,E,E3_1,1,1,1.0000000000
gemini-2.5-pro,2018,E,E3_2,1,1,1.0000000000
gemini-2.5-pro,2018,E,E3_3,1,1,1.0000000000
gemini-2.5-pro,2018,F,F1_1,1,1,1.0000000000
gemini-2.5-pro,2018,F,F1_2,1,1,1.0000000000
gemini-2.5-pro,2018,F,F1_3,1,1,1.0000000000
gemini-2.5-pro,2018,F,F1_4,1,1,1.0000000000
gemini-2.5-pro,2018,F,F1_5,1,1,1.0000000000
gemini-2.5-pro,2018,F,F1_6,1,1,1.0000000000
gemini-2.5-pro,2018,F,F1_7,1,1,1.0000000000
gemini-2.5-pro,2018,F,F1_8,1,1,1.0000000000
gemini-2.5-pro,2018,F,F1_9,1,1,1.0000000000
gemini-2.5-pro,2018,F,F1_10,1,1,1.0000000000
gemini-2.5-pro,2018,F,F1_11,1,1,1.0000000000
gemini-2.5-pro,2018,F,F1_12,1,1,1.0000000000
gemini-2.5-pro,2018,F,F1_13,1,1,1.0000000000
gemini-2.5-pro,2018,F,F1_14,1,1,1.0000000000
gemini-2.5-pro,2018,F,F1_15,1,1,1.0000000000
gemini-2.5-pro,2018,F,F1_16,1,1,1.0000000000
gemini-2.5-pro,2018,F,F1_17,1,1,1.0000000000
gemini-2.5-pro,2018,F,F1_18,1,1,1.0000000000
gemini-2.5-pro,2018,F,F1_19,1,1,1.0000000000
gemini-2.5-pro,2018,F,F1_20,1,1,1.0000000000
gemini-2.5-pro,2018,F,F1_21,1,1,1.0000000000
gemini-2.5-pro,2018,F,F1_22,1,1,1.0000000000
