LLM,Year,Question_ID,Task_ID,Score,Max Score,Normalized Score
gemini-2.5-pro,2021,A,A1,2,2,1.0000000000
gemini-2.5-pro,2021,A,A2,3,3,1.0000000000
gemini-2.5-pro,2021,B,B1,2,8,0.2500000000
gemini-2.5-pro,2021,B,B2,0,1,0.0000000000
gemini-2.5-pro,2021,B,B3,0,1,0.0000000000
gemini-2.5-pro,2021,B,B4,0,1,0.0000000000
gemini-2.5-pro,2021,C,C1,15,15,1.0000000000
gemini-2.5-pro,2021,C,C2,1,1,1.0000000000
gemini-2.5-pro,2021,C,C3,2.5,3,0.8333333333
gemini-2.5-pro,2021,C,C4,1,3,0.3333333333
gemini-2.5-pro,2021,D,D1,1,12,0.0833333333
gemini-2.5-pro,2021,D,D2,0,2,0.0000000000
gemini-2.5-pro,2021,D,D3,1,1,1.0000000000
gemini-2.5-pro,2021,D,D4,1,1,1.0000000000
gemini-2.5-pro,2021,D,D6,0,1,0.0000000000
gemini-2.5-pro,2021,E,E1,2,22,0.0909090909
gemini-2.5-pro,2021,E,E2,0,1,0.0000000000
gemini-2.5-pro,2021,F,F1,0,1,0.0000000000
gemini-2.5-pro,2021,F,F2,4,6,0.6666666667
gemini-2.5-pro,2021,G,G1,18,18,1.0000000000
gemini-2.5-pro,2021,G,G2,2,2,1.0000000000
gemini-2.5-pro,2021,G,G3,2,3,0.6666666667
gemini-2.5-pro,2021,H,H1,11,11,1.0000000000
gemini-2.5-pro,2021,H,H2,3,3,1.0000000000
gemini-2.5-pro,2021,H,H3,2,5,0.4000000000
gemini-2.5-pro,2021,I,I1,8,12,0.6666666667
gemini-2.5-pro,2021,I,I2,1,3,0.3333333333
gemini-2.5-pro,2021,I,I3,0.5,1,0.5000000000
gemini-2.5-pro,2021,J,J1,4,7,0.5714285714
gemini-2.5-pro,2021,J,J2,4,6,0.6666666667
gemini-2.5-pro,2021,J,J3,2,6,0.3333333333
gemini-2.5-pro,2021,J,J4,0,2,0.0000000000
gemini-2.5-pro,2021,K,K1,2,26,0.0769230769
gemini-2.5-pro,2021,K,K2,0,1,0.0000000000
gemini-2.5-pro,2021,L,L1,12,12,1.0000000000
gemini-2.5-pro,2021,L,L2,3.5,5,0.7000000000
gemini-2.5-pro,2021,L,L3,0.5,2,0.2500000000
gemini-2.5-pro,2021,L,L4,1,1,1.0000000000
gemini-2.5-pro,2021,M,M1,2,4,0.5000000000
gemini-2.5-pro,2021,M,M2,0.5,4,0.1250000000
gemini-2.5-pro,2021,M,M3,0.5,1,0.5000000000
gemini-2.5-pro,2021,N,N1,1,17,0.0588235294
gemini-2.5-pro,2021,O,O1,1,16,0.0625000000
gemini-2.5-pro,2021,O,O2,1,4,0.2500000000
gemini-2.5-pro,2021,O,O3,0,1,0.0000000000
gemini-2.5-pro,2021,P,P1,1,6,0.1666666667
gemini-2.5-pro,2021,P,P2,0,4,0.0000000000
gemini-2.5-pro,2021,Q,Q1,5,5,1.0000000000
gemini-2.5-pro,2021,Q,Q2,0,1,0.0000000000
gemini-2.5-pro,2021,Q,Q3,30,30,1.0000000000
gemini-2.5-pro,2021,Q,Q4,1,1,1.0000000000
gemini-2.5-pro,2021,R,R1,5,11,0.4545454545
gemini-2.5-pro,2021,R,R2,4,10,0.4000000000
gemini-2.5-pro,2021,R,R3,0,2,0.0000000000
gemini-2.5-pro,2021,R,R4,2,2,1.0000000000
gemini-2.5-pro,2021,S,S1,0,3,0.0000000000
gemini-2.5-pro,2021,S,S2,0,3,0.0000000000
