LLM,Year,Question_ID,Task_ID,Score,Max Score,Normalized Score
gemini-2.5-pro,2019,A,A1,0,2,0
gemini-2.5-pro,2019,A,A2,16,16,1
gemini-2.5-pro,2019,B,B1,3,4,0.75
gemini-2.5-pro,2019,B,B2,4,4,1
gemini-2.5-pro,2019,D,D1,0,12,0
gemini-2.5-pro,2019,D,D2,2,4,0.5
gemini-2.5-pro,2019,E,E1,0.5,3,0.166666667
gemini-2.5-pro,2019,H,H1,0,9,0
gemini-2.5-pro,2019,H,H2,0,5,0
gemini-2.5-pro,2019,H,H3,0,4,0
gemini-2.5-pro,2019,I,I1,6,10,0.6
gemini-2.5-pro,2019,I,I2,3,6,0.5
gemini-2.5-pro,2019,J,J1,0,1,0
gemini-2.5-pro,2019,J,J2,2,2,1
gemini-2.5-pro,2019,J,J3,9,15,0.6
gemini-2.5-pro,2019,J,J4,0,1,0
gemini-2.5-pro,2019,K,K1,0,18,0
gemini-2.5-pro,2019,K,K2,0,3,0
gemini-2.5-pro,2019,K,K3,0,3,0
gemini-2.5-pro,2019,L,L1,1,1,1
gemini-2.5-pro,2019,L,L2,0,1,0
gemini-2.5-pro,2019,L,L3,0,1,0
gemini-2.5-pro,2019,M,M1,0,1,0
gemini-2.5-pro,2019,M,M2,1,6,0.166666667
gemini-2.5-pro,2019,N,N1,1,24,0.041666667
gemini-2.5-pro,2019,N,N2,0,2,0
gemini-2.5-pro,2019,O,O1,14,18,0.777777778
gemini-2.5-pro,2019,P,P1,0.5,3,0.166666667
gemini-2.5-pro,2019,P,P2,0,4,0
gemini-2.5-pro,2019,Q,Q1,2,2,1
gemini-2.5-pro,2019,Q,Q2,0,6,0
gemini-2.5-pro,2019,Q,Q3,5,5,1
gemini-2.5-pro,2019,Q,Q4,0.5,1,0.5
gemini-2.5-pro,2019,R,R1,3,12,0.25
gemini-2.5-pro,2019,R,R2,3,3,1
gemini-2.5-pro,2019,R,R3,0,1,0
gemini-2.5-pro,2019,R,R4,1,5,0.2
