LLM,Year,Question_ID,Task_ID,Score,Max Score,Normalized Score
gpt4o,2023,A,A1,0,8,0.0000000000
gpt4o,2023,A,A2,0,4,0.0000000000
gpt4o,2023,A,A3,0,6,0.0000000000
gpt4o,2023,A,A4,0,6,0.0000000000
gpt4o,2023,C,C1,0,9,0.0000000000
gpt4o,2023,C,C2,0,1,0.0000000000
gpt4o,2023,D,D1,0,4,0.0000000000
gpt4o,2023,D,D2,0,4,0.0000000000
gpt4o,2023,E,E1,0,6,0.0000000000
gpt4o,2023,E,E2,0,1,0.0000000000
gpt4o,2023,E,E3,0,2,0.0000000000
gpt4o,2023,E,E4,0,1,0.0000000000
gpt4o,2023,F,F1,1,21,0.0476190476
gpt4o,2023,F,F2,0,4,0.0000000000
gpt4o,2023,G,G1,0,3,0.0000000000
gpt4o,2023,G,G2,0,3,0.0000000000
gpt4o,2023,G,G3,0,1,0.0000000000
gpt4o,2023,H,H1,0,6,0.0000000000
gpt4o,2023,H,H2,0,6,0.0000000000
gpt4o,2023,H,H3,0,1,0.0000000000
gpt4o,2023,H,H4,0,2,0.0000000000
gpt4o,2023,H,H5,0,1,0.0000000000
gpt4o,2023,I,I1,0,6,0.0000000000
gpt4o,2023,J,J1,0,5,0.0000000000
gpt4o,2023,K,K1,0,2,0.0000000000
gpt4o,2023,K,K2,0,3,0.0000000000
gpt4o,2023,K,K3,0,22,0.0000000000
gpt4o,2023,L,L1,0,1,0.0000000000
gpt4o,2023,L,L2,0,3,0.0000000000
gpt4o,2023,L,L3,0,3,0.0000000000
gpt4o,2023,M,M1,0,4,0.0000000000
gpt4o,2023,M,M2,0,5,0.0000000000
gpt4o,2023,N,N1,0,12,0.0000000000
gpt4o,2023,N,N2,0,4,0.0000000000
gpt4o,2023,O,O1,0,8,0.0000000000
gpt4o,2023,O,O2,0,3,0.0000000000
gpt4o,2023,O,O3,0,6,0.0000000000
gpt4o,2023,P,P1,0,18,0.0000000000
gpt4o,2023,Q,Q1,0,8,0.0000000000
