LLM,Year,Question_ID,Task_ID,Score,Max Score,Normalized Score
gpt4o,2020,A,A1,1,14,0.0714285714
gpt4o,2020,A,A2,0,19,0.0000000000
gpt4o,2020,B,B1,0,16,0.0000000000
gpt4o,2020,B,B2,0,4,0.0000000000
gpt4o,2020,B,B3,0,3,0.0000000000
gpt4o,2020,C,C1,0,26,0.0000000000
gpt4o,2020,D,D1,1,7,0.1428571429
gpt4o,2020,D,D2,1,9,0.1111111111
gpt4o,2020,E,E1,2,4,0.5000000000
gpt4o,2020,E,E2,0,1,0.0000000000
gpt4o,2020,E,E3,0,1,0.0000000000
gpt4o,2020,F,F1,0,3,0.0000000000
gpt4o,2020,F,F2,1,6,0.1666666667
gpt4o,2020,G,G1,0,12,0.0000000000
gpt4o,2020,G,G2,0,6,0.0000000000
gpt4o,2020,H,H1,0,4,0.0000000000
gpt4o,2020,H,H2,0,3,0.0000000000
gpt4o,2020,I,I1,0,20,0.0000000000
gpt4o,2020,I,I2,0,3,0.0000000000
gpt4o,2020,I,I3,0,1,0.0000000000
gpt4o,2020,J,J1,0,3,0.0000000000
gpt4o,2020,J,J2,1,3,0.3333333333
gpt4o,2020,K,K1,0,17,0.0000000000
gpt4o,2020,K,K2,0,1,0.0000000000
gpt4o,2020,L,L1,0,3,0.0000000000
gpt4o,2020,L,L2,0,3,0.0000000000
gpt4o,2020,L,L3,0,1,0.0000000000
gpt4o,2020,L,L4,0,1,0.0000000000
gpt4o,2020,L,L5,0,3,0.0000000000
gpt4o,2020,L,L6,0,3,0.0000000000
gpt4o,2020,M,M1,0,1,0.0000000000
gpt4o,2020,M,M2,3,6,0.5000000000
gpt4o,2020,M,M3,2,4,0.5000000000
gpt4o,2020,N,N1,0,1,0.0000000000
gpt4o,2020,N,N2,0,1,0.0000000000
gpt4o,2020,N,N3,0,5,0.0000000000
gpt4o,2020,O,O1,1,5,0.2000000000
gpt4o,2020,O,O2,0,5,0.0000000000
gpt4o,2020,P,P1,0,17,0.0000000000
gpt4o,2020,Q,Q1,1,7,0.1428571429
gpt4o,2020,Q,Q2,0,1,0.0000000000
gpt4o,2020,Q,Q3,1,11,0.0909090909
gpt4o,2020,R,R1,0,22,0.0000000000
