LLM,Year,Question_ID,Task_ID,Score,Max Score,Normalized Score
gpt4o,2016,A,A1,3.5,5,0.7000000000
gpt4o,2016,B,B1,0,6,0.0000000000
gpt4o,2016,B,B2,0,3,0.0000000000
gpt4o,2016,C,C1,0,4,0.0000000000
gpt4o,2016,C,C2,0,12,0.0000000000
gpt4o,2016,D,D1,0,8,0.0000000000
gpt4o,2016,E,E1,1,10,0.1000000000
gpt4o,2016,E,E2,0,1,0.0000000000
gpt4o,2016,E,E3,0,10,0.0000000000
gpt4o,2016,F,F1,0,7,0.0000000000
gpt4o,2016,F,F2,0,7,0.0000000000
gpt4o,2016,G,G1,0,23,0.0000000000
gpt4o,2016,G,G2,0,4,0.0000000000
gpt4o,2016,H,H1,5,12,0.4166666667
gpt4o,2016,I,I1,0,18,0.0000000000
gpt4o,2016,I,I2,0,2,0.0000000000
gpt4o,2016,I,I3,0,2,0.0000000000
gpt4o,2016,J,J1,0,7,0.0000000000
gpt4o,2016,J,J2,0,18,0.0000000000
gpt4o,2016,K,K2,0,11,0.0000000000
gpt4o,2016,L,L1,0,5,0.0000000000
gpt4o,2016,L,L2,0,1,0.0000000000
gpt4o,2016,M,M1,1,7,0.1428571429
gpt4o,2016,M,M2,0,1,0.0000000000
gpt4o,2016,N,N1,10,13,0.7692307692
gpt4o,2016,O,O1,0,8,0.0000000000
gpt4o,2016,P,P1,0,1,0.0000000000
gpt4o,2016,P,P2,0,1,0.0000000000
gpt4o,2016,Q,Q1,0,5,0.0000000000
gpt4o,2016,R,R1,1,15,0.0666666667
