LLM,Year,Question_ID,Task_ID,Score,Max Score,Normalized Score
gpt4o,2017,A,A1,2.5,5,0.5000000000
gpt4o,2017,A,A2,0,1,0.0000000000
gpt4o,2017,A,A3,2,2,1.0000000000
gpt4o,2017,B,B1,19,20,0.9500000000
gpt4o,2017,C,C1,2,15,0.1333333333
gpt4o,2017,C,C2,0,1,0.0000000000
gpt4o,2017,D,D1,0,7,0.0000000000
gpt4o,2017,D,D2,0,1,0.0000000000
gpt4o,2017,D,D3,0,1,0.0000000000
gpt4o,2017,D,D4,0,1,0.0000000000
gpt4o,2017,E,E1,0,25,0.0000000000
gpt4o,2017,F,F1,2,4,0.5000000000
gpt4o,2017,F,F2,4,7,0.5714285714
gpt4o,2017,G,G1,0,8,0.0000000000
gpt4o,2017,G,G2,0,1,0.0000000000
gpt4o,2017,H,H1,0,4,0.0000000000
gpt4o,2017,I,I1,0,13,0.0000000000
gpt4o,2017,I,I2,0,4,0.0000000000
gpt4o,2017,I,I3,0,4,0.0000000000
gpt4o,2017,J,J1,0,10,0.0000000000
gpt4o,2017,J,J2,3.5,4,0.8750000000
gpt4o,2017,J,J3,3,3,1.0000000000
gpt4o,2017,K,K2,0,1,0.0000000000
gpt4o,2017,K,K3,0,2,0.0000000000
gpt4o,2017,L,L1,0,3,0.0000000000
gpt4o,2017,L,L2,0,3,0.0000000000
gpt4o,2017,M,M1,2,6,0.3333333333
gpt4o,2017,M,M2,1,6,0.1666666667
gpt4o,2017,N,N1,0,12,0.0000000000
gpt4o,2017,N,N2,0,6,0.0000000000
gpt4o,2017,N,N3,0,5,0.0000000000
gpt4o,2017,O,O1,0,10,0.0000000000
gpt4o,2017,O,O2,0,1,0.0000000000
gpt4o,2017,P,P1,0,3,0.0000000000
gpt4o,2017,Q,Q1,0,7,0.0000000000
gpt4o,2017,Q,Q2,0,3,0.0000000000
gpt4o,2017,R,R1,0,5,0.0000000000
gpt4o,2017,R,R2,0,1,0.0000000000
gpt4o,2017,R,R3,0,1,0.0000000000
