LLM,Year,Question_ID,Task_ID,Score,Max Score,Normalized Score
claude_sonnet45,2025,A,A1,3.5,6,0.5833333333
claude_sonnet45,2025,B,B1,2,3,0.6666666667
claude_sonnet45,2025,B,B2,3,6,0.5000000000
claude_sonnet45,2025,B,B3,0,2,0.0000000000
claude_sonnet45,2025,C,C1,0,8,0.0000000000
claude_sonnet45,2025,C,C2,3,6,0.5000000000
claude_sonnet45,2025,C,C3,0,3,0.0000000000
claude_sonnet45,2025,D,D1,2,2,1.0000000000
claude_sonnet45,2025,D,D2,3,3,1.0000000000
claude_sonnet45,2025,D,D3,6,6,1.0000000000
claude_sonnet45,2025,E,E1,10,15,0.6666666667
claude_sonnet45,2025,E,E2,1,2,0.5000000000
claude_sonnet45,2025,E,E3,4,4,1.0000000000
claude_sonnet45,2025,F,F1,1.5,7,0.2142857143
claude_sonnet45,2025,F,F2,2,5,0.4000000000
claude_sonnet45,2025,F,F3,2,3,0.6666666667
claude_sonnet45,2025,G,G1,1.5,3,0.5000000000
claude_sonnet45,2025,G,G2,3,6,0.5000000000
claude_sonnet45,2025,G,G3,0,5,0.0000000000
claude_sonnet45,2025,H,H1,5,9,0.5555555556
claude_sonnet45,2025,H,H2,3,7,0.4285714286
claude_sonnet45,2025,H,H3,6,6,1.0000000000
claude_sonnet45,2025,I,I1,3,19,0.1578947368
claude_sonnet45,2025,I,I2,0,1,0.0000000000
claude_sonnet45,2025,I,I3,2,2,1.0000000000
claude_sonnet45,2025,J,J1,0,16,0.0000000000
claude_sonnet45,2025,J,J2,0,3,0.0000000000
claude_sonnet45,2025,J,J3,0,2,0.0000000000
claude_sonnet45,2025,J,J4,0,1,0.0000000000
claude_sonnet45,2025,K,K1,1,1,1.0000000000
claude_sonnet45,2025,K,K2,0,1,0.0000000000
claude_sonnet45,2025,K,K3,0,8,0.0000000000
claude_sonnet45,2025,K,K4,0,3,0.0000000000
claude_sonnet45,2025,L,L1,0,11,0.0000000000
claude_sonnet45,2025,L,L2,0,1,0.0000000000
claude_sonnet45,2025,M,M1,3,3,1.0000000000
claude_sonnet45,2025,M,M2,1,2,0.5000000000
claude_sonnet45,2025,M,M3,2,2,1.0000000000
claude_sonnet45,2025,N,N1,1,17,0.0588235294
claude_sonnet45,2025,N,N2,1,4,0.2500000000
claude_sonnet45,2025,P,P1,0,3,0.0000000000
claude_sonnet45,2025,P,P2,0,3,0.0000000000
