LLM,Year,Question_ID,Task_ID,Score,Max Score,Normalized Score
claude_sonnet45,2021,A,A1,1,2,0.5000000000
claude_sonnet45,2021,A,A2,1.5,3,0.5000000000
claude_sonnet45,2021,B,B1,1,8,0.1250000000
claude_sonnet45,2021,B,B2,0,1,0.0000000000
claude_sonnet45,2021,B,B3,0,1,0.0000000000
claude_sonnet45,2021,B,B4,0,1,0.0000000000
claude_sonnet45,2021,C,C1,1,15,0.0666666667
claude_sonnet45,2021,C,C2,0,1,0.0000000000
claude_sonnet45,2021,C,C3,0,3,0.0000000000
claude_sonnet45,2021,C,C4,0,3,0.0000000000
claude_sonnet45,2021,D,D1,0,12,0.0000000000
claude_sonnet45,2021,D,D2,0,2,0.0000000000
claude_sonnet45,2021,D,D3,1,1,1.0000000000
claude_sonnet45,2021,D,D4,0,1,0.0000000000
claude_sonnet45,2021,D,D6,0,1,0.0000000000
claude_sonnet45,2021,E,E1,2,22,0.0909090909
claude_sonnet45,2021,E,E2,1,1,1.0000000000
claude_sonnet45,2021,F,F1,0,1,0.0000000000
claude_sonnet45,2021,F,F2,3,6,0.5000000000
claude_sonnet45,2021,G,G1,2,18,0.1111111111
claude_sonnet45,2021,G,G2,0,2,0.0000000000
claude_sonnet45,2021,G,G3,0,3,0.0000000000
claude_sonnet45,2021,H,H1,5,11,0.4545454545
claude_sonnet45,2021,H,H2,1,3,0.3333333333
claude_sonnet45,2021,H,H3,2,5,0.4000000000
claude_sonnet45,2021,I,I1,4,12,0.3333333333
claude_sonnet45,2021,I,I2,0.5,3,0.1666666667
claude_sonnet45,2021,I,I3,0,1,0.0000000000
claude_sonnet45,2021,J,J1,3.5,7,0.5000000000
claude_sonnet45,2021,J,J2,2,6,0.3333333333
claude_sonnet45,2021,J,J3,1,6,0.1666666667
claude_sonnet45,2021,J,J4,1.5,2,0.7500000000
claude_sonnet45,2021,K,K1,2,26,0.0769230769
claude_sonnet45,2021,K,K2,0,1,0.0000000000
claude_sonnet45,2021,L,L1,0,12,0.0000000000
claude_sonnet45,2021,L,L2,1,5,0.2000000000
claude_sonnet45,2021,L,L3,0,2,0.0000000000
claude_sonnet45,2021,L,L4,0,1,0.0000000000
claude_sonnet45,2021,M,M1,1.5,4,0.3750000000
claude_sonnet45,2021,M,M2,0,4,0.0000000000
claude_sonnet45,2021,M,M3,0,1,0.0000000000
claude_sonnet45,2021,N,N1,3,17,0.1764705882
claude_sonnet45,2021,O,O1,1,16,0.0625000000
claude_sonnet45,2021,O,O2,3,4,0.7500000000
claude_sonnet45,2021,O,O3,0,1,0.0000000000
claude_sonnet45,2021,P,P1,2,6,0.3333333333
claude_sonnet45,2021,P,P2,4,4,1.0000000000
claude_sonnet45,2021,Q,Q1,3,5,0.6000000000
claude_sonnet45,2021,Q,Q2,0.5,1,0.5000000000
claude_sonnet45,2021,Q,Q3,23,30,0.7666666667
claude_sonnet45,2021,Q,Q4,1,1,1.0000000000
claude_sonnet45,2021,R,R1,2,11,0.1818181818
claude_sonnet45,2021,R,R2,0,10,0.0000000000
claude_sonnet45,2021,R,R3,0.5,2,0.2500000000
claude_sonnet45,2021,R,R4,2,2,1.0000000000
claude_sonnet45,2021,S,S1,0,3,0.0000000000
claude_sonnet45,2021,S,S2,0,3,0.0000000000
