LLM,Year,Question_ID,Task_ID,Score,Max Score,Normalized Score
claude_sonnet45,2018,A,A1,2.5,6,0.4166666667
claude_sonnet45,2018,A,A2,1,2,0.5000000000
claude_sonnet45,2018,B,B1,2,2,1.0000000000
claude_sonnet45,2018,B,B2,2,5,0.4000000000
claude_sonnet45,2018,C,C1,13,14,0.9285714286
claude_sonnet45,2018,C,C2,0,1,0.0000000000
claude_sonnet45,2018,C,C3,0,5,0.0000000000
claude_sonnet45,2018,D,D1,0,2,0.0000000000
claude_sonnet45,2018,D,D2,4,4,1.0000000000
claude_sonnet45,2018,D,D3,1,3,0.3333333333
claude_sonnet45,2018,E,E1,3,4,0.7500000000
claude_sonnet45,2018,E,E2,0,5,0.0000000000
claude_sonnet45,2018,E,E3,2,3,0.6666666667
claude_sonnet45,2018,F,F1,23,23,1.0000000000
claude_sonnet45,2018,F,F2,0,1,0.0000000000
claude_sonnet45,2018,G,G1,11,11,1.0000000000
claude_sonnet45,2018,G,G2,0,5,0.0000000000
claude_sonnet45,2018,H,H1,1,12,0.0833333333
claude_sonnet45,2018,H,H2,0,8,0.0000000000
claude_sonnet45,2018,H,H3,1,10,0.1000000000
claude_sonnet45,2018,I,I1,0,17,0.0000000000
claude_sonnet45,2018,I,I2,0,7,0.0000000000
claude_sonnet45,2018,I,I3,0,1,0.0000000000
claude_sonnet45,2018,J,J1,9,9,1.0000000000
claude_sonnet45,2018,J,J2,4,10,0.4000000000
claude_sonnet45,2018,K,K1,10,21,0.4761904762
claude_sonnet45,2018,L,L1,7,12,0.5833333333
claude_sonnet45,2018,L,L2,13,15,0.8666666667
claude_sonnet45,2018,L,L3,0,1,0.0000000000
claude_sonnet45,2018,L,L4,3,3,1.0000000000
claude_sonnet45,2018,M,M1,0,23,0.0000000000
claude_sonnet45,2018,M,M2,0,5,0.0000000000
claude_sonnet45,2018,M,M3,0,5,0.0000000000
claude_sonnet45,2018,N,N1,6,13,0.4615384615
claude_sonnet45,2018,N,N2,0.5,1,0.5000000000
claude_sonnet45,2018,O,O1,7,13,0.5384615385
claude_sonnet45,2018,O,O2,6.5,7,0.9285714286
claude_sonnet45,2018,P,P1,2,9,0.2222222222
claude_sonnet45,2018,P,P2,0,6,0.0000000000
claude_sonnet45,2018,P,P3,1,5,0.2000000000
claude_sonnet45,2018,Q,Q1,2,2,1.0000000000
claude_sonnet45,2018,Q,Q2,0,2,0.0000000000
claude_sonnet45,2018,Q,Q3,2,2,1.0000000000
claude_sonnet45,2018,Q,Q4,2,3,0.6666666667
claude_sonnet45,2018,Q,Q5,4,4,1.0000000000
claude_sonnet45,2018,Q,Q6,3,3,1.0000000000
claude_sonnet45,2018,Q,Q7,1,1,1.0000000000
claude_sonnet45,2018,R,R1,0,2,0.0000000000
claude_sonnet45,2018,R,R2,1,2,0.5000000000
claude_sonnet45,2018,R,R3,1,3,0.3333333333
