LLM,Year,Question_ID,Task_ID,Score,Max Score,Normalized Score
claude_sonnet45,2019,A,A1,0,2,0.0000000000
claude_sonnet45,2019,A,A2,14,16,0.8750000000
claude_sonnet45,2019,B,B1,3.5,4,0.8750000000
claude_sonnet45,2019,B,B2,4,4,1.0000000000
claude_sonnet45,2019,C,C1,4,12,0.3333333333
claude_sonnet45,2019,D,D1,2,12,0.1666666667
claude_sonnet45,2019,D,D2,3,4,0.7500000000
claude_sonnet45,2019,E,E1,0,3,0.0000000000
claude_sonnet45,2019,F,F1,1.5,8,0.1875000000
claude_sonnet45,2019,F,F2,1,1,1.0000000000
claude_sonnet45,2019,F,F3,0,15,0.0000000000
claude_sonnet45,2019,G,G1,19,21,0.9047619048
claude_sonnet45,2019,G,G2,0,3,0.0000000000
claude_sonnet45,2019,H,H1,2,9,0.2222222222
claude_sonnet45,2019,H,H2,0,5,0.0000000000
claude_sonnet45,2019,H,H3,0,4,0.0000000000
claude_sonnet45,2019,I,I1,1,10,0.1000000000
claude_sonnet45,2019,I,I2,4,6,0.6666666667
claude_sonnet45,2019,J,J1,1,1,1.0000000000
claude_sonnet45,2019,J,J2,1.5,2,0.7500000000
claude_sonnet45,2019,J,J3,12,15,0.8000000000
claude_sonnet45,2019,J,J4,1,1,1.0000000000
claude_sonnet45,2019,K,K1,2,18,0.1111111111
claude_sonnet45,2019,K,K2,3,3,1.0000000000
claude_sonnet45,2019,K,K3,0,3,0.0000000000
claude_sonnet45,2019,L,L1,0.5,1,0.5000000000
claude_sonnet45,2019,L,L2,0,1,0.0000000000
claude_sonnet45,2019,L,L3,0.5,1,0.5000000000
claude_sonnet45,2019,M,M1,0,1,0.0000000000
claude_sonnet45,2019,M,M2,0,6,0.0000000000
claude_sonnet45,2019,N,N1,2,24,0.0833333333
claude_sonnet45,2019,N,N2,0,2,0.0000000000
claude_sonnet45,2019,O,O1,8,18,0.4444444444
claude_sonnet45,2019,P,P1,0,3,0.0000000000
claude_sonnet45,2019,P,P2,0,4,0.0000000000
claude_sonnet45,2019,Q,Q1,0,2,0.0000000000
claude_sonnet45,2019,Q,Q2,0,6,0.0000000000
claude_sonnet45,2019,Q,Q3,1,5,0.2000000000
claude_sonnet45,2019,Q,Q4,0.5,1,0.5000000000
claude_sonnet45,2019,R,R1,0,12,0.0000000000
claude_sonnet45,2019,R,R2,0,3,0.0000000000
claude_sonnet45,2019,R,R3,0,1,0.0000000000
claude_sonnet45,2019,R,R4,0,5,0.0000000000
