LLM,Year,Question_ID,Task_ID,Score,Max Score,Normalized Score
claude_sonnet45,2017,A,A1,3.5,5,0.7000000000
claude_sonnet45,2017,A,A2,1,1,1.0000000000
claude_sonnet45,2017,A,A3,2,2,1.0000000000
claude_sonnet45,2017,B,B1,20,20,1.0000000000
claude_sonnet45,2017,C,C1,6,15,0.4000000000
claude_sonnet45,2017,C,C2,1,2,0.5000000000
claude_sonnet45,2017,D,D1,7,7,1.0000000000
claude_sonnet45,2017,D,D2,1,1,1.0000000000
claude_sonnet45,2017,D,D3,1,1,1.0000000000
claude_sonnet45,2017,D,D4,0,1,0.0000000000
claude_sonnet45,2017,E,E1,25,25,1.0000000000
claude_sonnet45,2017,F,F1,0,4,0.0000000000
claude_sonnet45,2017,F,F2,7,7,1.0000000000
claude_sonnet45,2017,G,G1,8,8,1.0000000000
claude_sonnet45,2017,G,G2,0,1,0.0000000000
claude_sonnet45,2017,H,H1,0,4,0.0000000000
claude_sonnet45,2017,I,I1,13,13,1.0000000000
claude_sonnet45,2017,I,I2,4,4,1.0000000000
claude_sonnet45,2017,I,I3,3,4,0.7500000000
claude_sonnet45,2017,J,J1,10,10,1.0000000000
claude_sonnet45,2017,J,J2,4,4,1.0000000000
claude_sonnet45,2017,J,J3,3,3,1.0000000000
claude_sonnet45,2017,K,K2,1,1,1.0000000000
claude_sonnet45,2017,K,K3,0,2,0.0000000000
claude_sonnet45,2017,L,L1,2,3,0.6666666667
claude_sonnet45,2017,L,L2,0.5,3,0.1666666667
claude_sonnet45,2017,M,M1,5,6,0.8333333333
claude_sonnet45,2017,M,M2,6,6,1.0000000000
claude_sonnet45,2017,N,N1,12,12,1.0000000000
claude_sonnet45,2017,N,N2,6,6,1.0000000000
claude_sonnet45,2017,N,N3,4,5,0.8000000000
claude_sonnet45,2017,O,O1,5,10,0.5000000000
claude_sonnet45,2017,O,O2,0,1,0.0000000000
claude_sonnet45,2017,P,P1,2,3,0.6666666667
claude_sonnet45,2017,Q,Q1,3,7,0.4285714286
claude_sonnet45,2017,Q,Q2,2,3,0.6666666667
claude_sonnet45,2017,R,R1,0,5,0.0000000000
claude_sonnet45,2017,R,R2,0,1,0.0000000000
claude_sonnet45,2017,R,R3,0.5,1,0.5000000000
