LLM,Year,Question_ID,Task_ID,Score,Max Score,Normalized Score
gemini-2.5-flash,2021,A,A1,2,2,1.0000000000
gemini-2.5-flash,2021,A,A2,3,3,1.0000000000
gemini-2.5-flash,2021,B,B1,2,8,0.2500000000
gemini-2.5-flash,2021,B,B2,0.5,1,0.5000000000
gemini-2.5-flash,2021,B,B3,0,1,0.0000000000
gemini-2.5-flash,2021,B,B4,0,1,0.0000000000
gemini-2.5-flash,2021,C,C1,15,15,1.0000000000
gemini-2.5-flash,2021,C,C2,1,1,1.0000000000
gemini-2.5-flash,2021,C,C3,2,3,0.6666666667
gemini-2.5-flash,2021,C,C4,0.5,3,0.1666666667
gemini-2.5-flash,2021,D,D1,1,12,0.0833333333
gemini-2.5-flash,2021,D,D2,0,2,0.0000000000
gemini-2.5-flash,2021,D,D3,1,1,1.0000000000
gemini-2.5-flash,2021,D,D4,0,1,0.0000000000
gemini-2.5-flash,2021,D,D6,0,1,0.0000000000
gemini-2.5-flash,2021,E,E1,2,22,0.0909090909
gemini-2.5-flash,2021,E,E2,0,1,0.0000000000
gemini-2.5-flash,2021,F,F1,0,1,0.0000000000
gemini-2.5-flash,2021,F,F2,0,6,0.0000000000
gemini-2.5-flash,2021,G,G1,9,18,0.5000000000
gemini-2.5-flash,2021,G,G2,0,2,0.0000000000
gemini-2.5-flash,2021,G,G3,0,3,0.0000000000
gemini-2.5-flash,2021,H,H1,5,11,0.4545454545
gemini-2.5-flash,2021,H,H2,3,3,1.0000000000
gemini-2.5-flash,2021,H,H3,5,5,1.0000000000
gemini-2.5-flash,2021,I,I1,7,12,0.5833333333
gemini-2.5-flash,2021,I,I2,0,3,0.0000000000
gemini-2.5-flash,2021,I,I3,0.5,1,0.5000000000
gemini-2.5-flash,2021,J,J1,3,7,0.4285714286
gemini-2.5-flash,2021,J,J2,4,6,0.6666666667
gemini-2.5-flash,2021,J,J3,3,6,0.5000000000
gemini-2.5-flash,2021,J,J4,1,2,0.5000000000
gemini-2.5-flash,2021,K,K1,3,26,0.1153846154
gemini-2.5-flash,2021,K,K2,0,1,0.0000000000
gemini-2.5-flash,2021,L,L1,4,12,0.3333333333
gemini-2.5-flash,2021,L,L2,3,5,0.6000000000
gemini-2.5-flash,2021,L,L3,0,2,0.0000000000
gemini-2.5-flash,2021,L,L4,1,1,1.0000000000
gemini-2.5-flash,2021,M,M1,1,4,0.2500000000
gemini-2.5-flash,2021,M,M2,0.5,4,0.1250000000
gemini-2.5-flash,2021,M,M3,0.5,1,0.5000000000
gemini-2.5-flash,2021,N,N1,0,17,0.0000000000
gemini-2.5-flash,2021,O,O1,2,16,0.1250000000
gemini-2.5-flash,2021,O,O2,1,4,0.2500000000
gemini-2.5-flash,2021,O,O3,0,1,0.0000000000
gemini-2.5-flash,2021,P,P1,1,6,0.1666666667
gemini-2.5-flash,2021,P,P2,0,4,0.0000000000
gemini-2.5-flash,2021,Q,Q1,4,5,0.8000000000
gemini-2.5-flash,2021,Q,Q2,0,1,0.0000000000
gemini-2.5-flash,2021,Q,Q3,25,30,0.8333333333
gemini-2.5-flash,2021,Q,Q4,1,1,1.0000000000
gemini-2.5-flash,2021,R,R1,3,11,0.2727272727
gemini-2.5-flash,2021,R,R2,1,10,0.1000000000
gemini-2.5-flash,2021,R,R3,1,2,0.5000000000
gemini-2.5-flash,2021,R,R4,2,2,1.0000000000
