LLM,Year,Question_ID,Task_ID,Score,Max Score,Normalized Score
gemini-2.5-flash,2019,A,A1,0,2,0.0000000000
gemini-2.5-flash,2019,A,A2,13,16,0.8125000000
gemini-2.5-flash,2019,B,B1,3,4,0.7500000000
gemini-2.5-flash,2019,B,B2,3.5,4,0.8750000000
gemini-2.5-flash,2019,C,C1,3,12,0.2500000000
gemini-2.5-flash,2019,D,D1,1,12,0.0833333333
gemini-2.5-flash,2019,D,D2,1,4,0.2500000000
gemini-2.5-flash,2019,E,E1,0,3,0.0000000000
gemini-2.5-flash,2019,F,F1,3,8,0.3750000000
gemini-2.5-flash,2019,F,F2,0,1,0.0000000000
gemini-2.5-flash,2019,F,F3,0,15,0.0000000000
gemini-2.5-flash,2019,G,G1,13,21,0.6190476190
gemini-2.5-flash,2019,G,G2,1,3,0.3333333333
gemini-2.5-flash,2019,H,H1,1,9,0.1111111111
gemini-2.5-flash,2019,H,H2,0,5,0.0000000000
gemini-2.5-flash,2019,H,H3,0,4,0.0000000000
gemini-2.5-flash,2019,I,I1,1,10,0.1000000000
gemini-2.5-flash,2019,I,I2,2,6,0.3333333333
gemini-2.5-flash,2019,J,J1,1,1,1.0000000000
gemini-2.5-flash,2019,J,J2,2,2,1.0000000000
gemini-2.5-flash,2019,J,J3,6,15,0.4000000000
gemini-2.5-flash,2019,J,J4,0.5,1,0.5000000000
gemini-2.5-flash,2019,K,K1,0,18,0.0000000000
gemini-2.5-flash,2019,K,K2,0,3,0.0000000000
gemini-2.5-flash,2019,K,K3,0,3,0.0000000000
gemini-2.5-flash,2019,L,L1,1,1,1.0000000000
gemini-2.5-flash,2019,L,L2,0,1,0.0000000000
gemini-2.5-flash,2019,L,L3,0.5,1,0.5000000000
gemini-2.5-flash,2019,M,M1,0,1,0.0000000000
gemini-2.5-flash,2019,M,M2,4,6,0.6666666667
gemini-2.5-flash,2019,N,N1,1,24,0.0416666667
gemini-2.5-flash,2019,N,N2,0,2,0.0000000000
gemini-2.5-flash,2019,O,O1,17,18,0.9444444444
gemini-2.5-flash,2019,P,P1,0,3,0.0000000000
gemini-2.5-flash,2019,P,P2,0,4,0.0000000000
gemini-2.5-flash,2019,Q,Q1,2,2,1.0000000000
gemini-2.5-flash,2019,Q,Q2,0,6,0.0000000000
gemini-2.5-flash,2019,Q,Q3,4,5,0.8000000000
gemini-2.5-flash,2019,Q,Q4,1,1,1.0000000000
gemini-2.5-flash,2019,R,R1,12,12,1.0000000000
gemini-2.5-flash,2019,R,R2,1.5,3,0.5000000000
gemini-2.5-flash,2019,R,R3,0,1,0.0000000000
gemini-2.5-flash,2019,R,R4,1,5,0.2000000000
