LLM,Year,Question_ID,Task_ID,Score,Max Score,Normalized Score
gemini-2.5-flash,2022,A,A1,0,3,0.0000000000
gemini-2.5-flash,2022,A,A2,2,5,0.4000000000
gemini-2.5-flash,2022,A,A3,0,1,0.0000000000
gemini-2.5-flash,2022,B,B1,2,2,1.0000000000
gemini-2.5-flash,2022,B,B2,3,3,1.0000000000
gemini-2.5-flash,2022,C,C1,7,11,0.6363636364
gemini-2.5-flash,2022,C,C2,13,16,0.8125000000
gemini-2.5-flash,2022,C,C3,3,3,1.0000000000
gemini-2.5-flash,2022,C,C4,3,3,1.0000000000
gemini-2.5-flash,2022,C,C5,0.5,3,0.1666666667
gemini-2.5-flash,2022,C,C6,0,1,0.0000000000
gemini-2.5-flash,2022,D,D1,0,3,0.0000000000
gemini-2.5-flash,2022,D,D2,3,3,1.0000000000
gemini-2.5-flash,2022,D,D3,3,3,1.0000000000
gemini-2.5-flash,2022,D,D4,0,2,0.0000000000
gemini-2.5-flash,2022,E,E1,7,19,0.3684210526
gemini-2.5-flash,2022,E,E2,0,2,0.0000000000
gemini-2.5-flash,2022,E,E3,1,4,0.2500000000
gemini-2.5-flash,2022,E,E4,0,4,0.0000000000
gemini-2.5-flash,2022,E,E5,0,1,0.0000000000
gemini-2.5-flash,2022,E,E6,1,1,1.0000000000
gemini-2.5-flash,2022,E,E7,1,1,1.0000000000
gemini-2.5-flash,2022,F,F1,6,6,1.0000000000
gemini-2.5-flash,2022,F,F2,4,5,0.8000000000
gemini-2.5-flash,2022,F,F3,4,4,1.0000000000
gemini-2.5-flash,2022,F,F4,0.5,1,0.5000000000
gemini-2.5-flash,2022,G,G1,0,1,0.0000000000
gemini-2.5-flash,2022,G,G2,1,1,1.0000000000
gemini-2.5-flash,2022,G,G3,0,1,0.0000000000
gemini-2.5-flash,2022,G,G4,1,1,1.0000000000
gemini-2.5-flash,2022,G,G5,0,1,0.0000000000
gemini-2.5-flash,2022,H,H1,0,1,0.0000000000
gemini-2.5-flash,2022,H,H2,0,1,0.0000000000
gemini-2.5-flash,2022,H,H3,4.5,7,0.6428571429
gemini-2.5-flash,2022,H,H4,1,1,1.0000000000
gemini-2.5-flash,2022,H,H5,1,1,1.0000000000
gemini-2.5-flash,2022,H,H6,1,1,1.0000000000
gemini-2.5-flash,2022,I,I1,5,20,0.2500000000
gemini-2.5-flash,2022,I,I2,1,6,0.1666666667
gemini-2.5-flash,2022,I,I3,1,1,1.0000000000
gemini-2.5-flash,2022,J,J1,0,7,0.0000000000
gemini-2.5-flash,2022,J,J2,1.5,2,0.7500000000
gemini-2.5-flash,2022,K,K1,21,23,0.9130434783
gemini-2.5-flash,2022,K,K2,2,2,1.0000000000
gemini-2.5-flash,2022,K,K3,0,2,0.0000000000
gemini-2.5-flash,2022,L,L1,3,4,0.7500000000
gemini-2.5-flash,2022,L,L2,1,1,1.0000000000
gemini-2.5-flash,2022,L,L3,0,2,0.0000000000
gemini-2.5-flash,2022,L,L4,2,6,0.3333333333
gemini-2.5-flash,2022,L,L5,0,1,0.0000000000
gemini-2.5-flash,2022,N,N1,0,2,0.0000000000
gemini-2.5-flash,2022,N,N2,0,8,0.0000000000
gemini-2.5-flash,2022,N,N3,0,10,0.0000000000
gemini-2.5-flash,2022,O,O1,2.5,5,0.5000000000
gemini-2.5-flash,2022,P,P1,1,2,0.5000000000
gemini-2.5-flash,2022,P,P2,3,3,1.0000000000
gemini-2.5-flash,2022,P,P3,0.5,1,0.5000000000
gemini-2.5-flash,2022,P,P4,0.5,5,0.1000000000
gemini-2.5-flash,2022,P,P5,3.5,6,0.5833333333
gemini-2.5-flash,2022,P,P6,0,1,0.0000000000
gemini-2.5-flash,2022,P,P7,1.5,4,0.3750000000
gemini-2.5-flash,2022,Q,Q1,2,3,0.6666666667
gemini-2.5-flash,2022,Q,Q2,2,4,0.5000000000
gemini-2.5-flash,2022,R,R1,0,8,0.0000000000
gemini-2.5-flash,2022,R,R2,1,6,0.1666666667
gemini-2.5-flash,2022,R,R3,0,7,0.0000000000
