LLM,Year,Question_ID,Task_ID,Score,Max Score,Normalized Score
gemini-2.5-flash,2025,A,A1,4,6,0.6666666667
gemini-2.5-flash,2025,B,B1,0,3,0.0000000000
gemini-2.5-flash,2025,B,B2,1,6,0.1666666667
gemini-2.5-flash,2025,B,B3,1,2,0.5000000000
gemini-2.5-flash,2025,C,C1,8,8,1.0000000000
gemini-2.5-flash,2025,C,C2,6,6,1.0000000000
gemini-2.5-flash,2025,C,C3,3,3,1.0000000000
gemini-2.5-flash,2025,D,D1,2,2,1.0000000000
gemini-2.5-flash,2025,D,D2,3,3,1.0000000000
gemini-2.5-flash,2025,D,D3,6,6,1.0000000000
gemini-2.5-flash,2025,E,E1,15,15,1.0000000000
gemini-2.5-flash,2025,E,E2,2,2,1.0000000000
gemini-2.5-flash,2025,E,E3,4,4,1.0000000000
gemini-2.5-flash,2025,F,F1,3.5,7,0.5000000000
gemini-2.5-flash,2025,F,F2,4,5,0.8000000000
gemini-2.5-flash,2025,F,F3,1,3,0.3333333333
gemini-2.5-flash,2025,G,G1,1,3,0.3333333333
gemini-2.5-flash,2025,G,G2,4,6,0.6666666667
gemini-2.5-flash,2025,G,G3,2,5,0.4000000000
gemini-2.5-flash,2025,H,H1,5,9,0.5555555556
gemini-2.5-flash,2025,H,H2,7,7,1.0000000000
gemini-2.5-flash,2025,H,H3,6,6,1.0000000000
gemini-2.5-flash,2025,I,I1,4,19,0.2105263158
gemini-2.5-flash,2025,I,I2,0,1,0.0000000000
gemini-2.5-flash,2025,I,I3,0,2,0.0000000000
gemini-2.5-flash,2025,J,J1,0,16,0.0000000000
gemini-2.5-flash,2025,J,J2,0,3,0.0000000000
gemini-2.5-flash,2025,J,J3,0,2,0.0000000000
gemini-2.5-flash,2025,J,J4,0,1,0.0000000000
gemini-2.5-flash,2025,K,K1,1,1,1.0000000000
gemini-2.5-flash,2025,K,K2,0,1,0.0000000000
gemini-2.5-flash,2025,K,K3,2,8,0.2500000000
gemini-2.5-flash,2025,K,K4,2,3,0.6666666667
gemini-2.5-flash,2025,L,L1,0,11,0.0000000000
gemini-2.5-flash,2025,L,L2,0,1,0.0000000000
gemini-2.5-flash,2025,M,M1,3,3,1.0000000000
gemini-2.5-flash,2025,M,M2,2,2,1.0000000000
gemini-2.5-flash,2025,M,M3,2,2,1.0000000000
gemini-2.5-flash,2025,N,N1,0,17,0.0000000000
gemini-2.5-flash,2025,N,N2,1,4,0.2500000000
gemini-2.5-flash,2025,O,O1,4,4,1.0000000000
gemini-2.5-flash,2025,O,O2,3,7,0.4285714286
gemini-2.5-flash,2025,O,O3,1,7,0.1428571429
gemini-2.5-flash,2025,O,O4,0,1,0.0000000000
gemini-2.5-flash,2025,O,O5,0,1,0.0000000000
gemini-2.5-flash,2025,O,O6,0,5,0.0000000000
gemini-2.5-flash,2025,O,O7,0,1,0.0000000000
gemini-2.5-flash,2025,P,P1,1,3,0.3333333333
gemini-2.5-flash,2025,P,P2,0.5,3,0.1666666667
