LLM,Year,Question_ID,Task_ID,Score,Max Score,Normalized Score
gpt5,2021,A,A1,2,2,1.0000000000
gpt5,2021,A,A2,3,3,1.0000000000
gpt5,2021,B,B1,2,8,0.2500000000
gpt5,2021,B,B2,0.5,1,0.5000000000
gpt5,2021,B,B3,0,1,0.0000000000
gpt5,2021,B,B4,1,1,1.0000000000
gpt5,2021,C,C1,15,15,1.0000000000
gpt5,2021,C,C2,1,1,1.0000000000
gpt5,2021,C,C3,2,3,0.6666666667
gpt5,2021,C,C4,1,3,0.3333333333
gpt5,2021,D,D1,9,12,0.7500000000
gpt5,2021,D,D2,0,2,0.0000000000
gpt5,2021,D,D3,1,1,1.0000000000
gpt5,2021,D,D4,1,1,1.0000000000
gpt5,2021,D,D6,0,1,0.0000000000
gpt5,2021,E,E1,0,22,0.0000000000
gpt5,2021,E,E2,0,1,0.0000000000
gpt5,2021,F,F1,0.5,1,0.5000000000
gpt5,2021,F,F2,6,6,1.0000000000
gpt5,2021,G,G1,15,18,0.8333333333
gpt5,2021,G,G2,1,2,0.5000000000
gpt5,2021,G,G3,1,3,0.3333333333
gpt5,2021,H,H1,6,11,0.5454545455
gpt5,2021,H,H2,3,3,1.0000000000
gpt5,2021,H,H3,3,5,0.6000000000
gpt5,2021,I,I1,12,12,1.0000000000
gpt5,2021,I,I2,0,3,0.0000000000
gpt5,2021,I,I3,0,1,0.0000000000
gpt5,2021,J,J1,7,7,1.0000000000
gpt5,2021,J,J2,6,6,1.0000000000
gpt5,2021,J,J3,6,6,1.0000000000
gpt5,2021,J,J4,2,2,1.0000000000
gpt5,2021,K,K1,26,26,1.0000000000
gpt5,2021,K,K2,1,1,1.0000000000
gpt5,2021,L,L1,6,12,0.5000000000
gpt5,2021,L,L2,0.5,5,0.1000000000
gpt5,2021,L,L3,0,2,0.0000000000
gpt5,2021,L,L4,1,1,1.0000000000
gpt5,2021,M,M1,2.5,4,0.6250000000
gpt5,2021,M,M2,2,4,0.5000000000
gpt5,2021,M,M3,1,1,1.0000000000
gpt5,2021,N,N1,6,17,0.3529411765
gpt5,2021,O,O1,12,16,0.7500000000
gpt5,2021,O,O2,4,4,1.0000000000
gpt5,2021,O,O3,0,1,0.0000000000
gpt5,2021,P,P1,2,6,0.3333333333
gpt5,2021,P,P2,0,4,0.0000000000
gpt5,2021,Q,Q1,5,5,1.0000000000
gpt5,2021,Q,Q2,0.5,1,0.5000000000
gpt5,2021,Q,Q3,30,30,1.0000000000
gpt5,2021,Q,Q4,1,1,1.0000000000
