LLM,Year,Question_ID,Task_ID,Score,Max Score,Normalized Score
gpt5,2016,A,A1,5,5,1.0000000000
gpt5,2016,B,B1,3,6,0.5000000000
gpt5,2016,B,B2,1,3,0.3333333333
gpt5,2016,C,C1,2,4,0.5000000000
gpt5,2016,C,C2,12,12,1.0000000000
gpt5,2016,D,D1,1,8,0.1250000000
gpt5,2016,E,E1,0,10,0.0000000000
gpt5,2016,E,E2,0,1,0.0000000000
gpt5,2016,E,E3,0,10,0.0000000000
gpt5,2016,F,F1,7,7,1.0000000000
gpt5,2016,F,F2,7,7,1.0000000000
gpt5,2016,G,G1,1,23,0.0434782609
gpt5,2016,G,G2,0,4,0.0000000000
gpt5,2016,H,H1,9,12,0.7500000000
gpt5,2016,I,I1,18,18,1.0000000000
gpt5,2016,I,I2,2,2,1.0000000000
gpt5,2016,I,I3,1,2,0.5000000000
gpt5,2016,J,J1,0,7,0.0000000000
gpt5,2016,J,J2,6,18,0.3333333333
gpt5,2016,K,K2,7,11,0.6363636364
gpt5,2016,L,L1,5,5,1.0000000000
gpt5,2016,L,L2,1,1,1.0000000000
gpt5,2016,M,M1,1,7,0.1428571429
gpt5,2016,M,M2,0,1,0.0000000000
gpt5,2016,N,N1,13,13,1.0000000000
gpt5,2016,O,O1,2.5,8,0.3125000000
gpt5,2016,P,P1,0,1,0.0000000000
gpt5,2016,P,P2,0,1,0.0000000000
gpt5,2016,Q,Q1,0,5,0.0000000000
gpt5,2016,R,R1,15,15,1.0000000000
