LLM,Year,Question_ID,Task_ID,Score,Max Score,Normalized Score
gpt5,2020,A,A1,8,14,0.5714285714
gpt5,2020,A,A2,19,19,1.0000000000
gpt5,2020,B,B1,10,16,0.6250000000
gpt5,2020,B,B2,1,4,0.2500000000
gpt5,2020,B,B3,0,3,0.0000000000
gpt5,2020,C,C1,0,26,0.0000000000
gpt5,2020,D,D1,7,7,1.0000000000
gpt5,2020,D,D2,7,9,0.7777777778
gpt5,2020,E,E1,4,4,1.0000000000
gpt5,2020,E,E2,1,1,1.0000000000
gpt5,2020,E,E3,1,1,1.0000000000
gpt5,2020,F,F1,2.5,3,0.8333333333
gpt5,2020,F,F2,0.5,6,0.0833333333
gpt5,2020,G,G1,8,12,0.6666666667
gpt5,2020,G,G2,2,6,0.3333333333
gpt5,2020,H,H1,0,4,0.0000000000
gpt5,2020,H,H2,0,3,0.0000000000
gpt5,2020,I,I1,20,20,1.0000000000
gpt5,2020,I,I2,1,3,0.3333333333
gpt5,2020,I,I3,1,1,1.0000000000
gpt5,2020,J,J1,1,3,0.3333333333
gpt5,2020,J,J2,0.5,3,0.1666666667
gpt5,2020,K,K1,1,17,0.0588235294
gpt5,2020,K,K2,0,1,0.0000000000
gpt5,2020,L,L1,3,3,1.0000000000
gpt5,2020,L,L2,3,3,1.0000000000
gpt5,2020,L,L3,1,1,1.0000000000
gpt5,2020,L,L4,1,1,1.0000000000
gpt5,2020,L,L5,1.5,3,0.5000000000
gpt5,2020,L,L6,3,3,1.0000000000
gpt5,2020,M,M1,1,1,1.0000000000
gpt5,2020,M,M2,5,6,0.8333333333
gpt5,2020,M,M3,2,4,0.5000000000
gpt5,2020,N,N1,1,1,1.0000000000
gpt5,2020,N,N2,0.5,1,0.5000000000
gpt5,2020,N,N3,5,5,1.0000000000
gpt5,2020,O,O1,5,5,1.0000000000
gpt5,2020,O,O2,3.5,5,0.7000000000
gpt5,2020,P,P1,8,17,0.4705882353
gpt5,2020,Q,Q1,5,7,0.7142857143
gpt5,2020,Q,Q2,0,1,0.0000000000
gpt5,2020,Q,Q3,1,11,0.0909090909
gpt5,2020,R,R1,18,22,0.8181818182
