LLM,Year,Question_ID,Task_ID,Score,Max Score,Normalized Score
gpt5,2017,A,A1,5,5,1.0000000000
gpt5,2017,A,A2,1,1,1.0000000000
gpt5,2017,A,A3,2,2,1.0000000000
gpt5,2017,B,B1,20,20,1.0000000000
gpt5,2017,C,C1,4,15,0.2666666667
gpt5,2017,C,C2,2,2,1.0000000000
gpt5,2017,D,D1,7,7,1.0000000000
gpt5,2017,D,D2,1,1,1.0000000000
gpt5,2017,D,D3,1,1,1.0000000000
gpt5,2017,D,D4,1,1,1.0000000000
gpt5,2017,E,E1,25,25,1.0000000000
gpt5,2017,F,F1,4,4,1.0000000000
gpt5,2017,F,F2,7,7,1.0000000000
gpt5,2017,G,G1,8,8,1.0000000000
gpt5,2017,G,G2,0,1,0.0000000000
gpt5,2017,H,H1,4,4,1.0000000000
gpt5,2017,I,I1,13,13,1.0000000000
gpt5,2017,I,I2,4,4,1.0000000000
gpt5,2017,I,I3,2,4,0.5000000000
gpt5,2017,J,J1,10,10,1.0000000000
gpt5,2017,J,J2,4,4,1.0000000000
gpt5,2017,J,J3,3,3,1.0000000000
gpt5,2017,K,K2,1,1,1.0000000000
gpt5,2017,K,K3,2,2,1.0000000000
gpt5,2017,L,L1,2.5,3,0.8333333333
gpt5,2017,L,L2,2.5,3,0.8333333333
gpt5,2017,M,M1,5,6,0.8333333333
gpt5,2017,M,M2,6,6,1.0000000000
gpt5,2017,N,N1,12,12,1.0000000000
gpt5,2017,N,N2,6,6,1.0000000000
gpt5,2017,N,N3,5,5,1.0000000000
gpt5,2017,O,O1,5,10,0.5000000000
gpt5,2017,O,O2,1,1,1.0000000000
gpt5,2017,P,P1,3,3,1.0000000000
gpt5,2017,Q,Q1,7,7,1.0000000000
gpt5,2017,Q,Q2,3,3,1.0000000000
gpt5,2017,R,R1,5,5,1.0000000000
gpt5,2017,R,R2,1,1,1.0000000000
gpt5,2017,R,R3,0.5,1,0.5000000000
