LLM,Year,Question_ID,Task_ID,Score,Max Score,Normalized Score
o1,2024,A,A1,6,6,1.0000000000
o1,2024,A,A2,0,1,0.0000000000
o1,2024,A,A3,1,1,1.0000000000
o1,2024,A,A4,0,6,0.0000000000
o1,2024,A,A5,0,1,0.0000000000
o1,2024,B,B1,1.5,2,0.7500000000
o1,2024,B,B2,0,1,0.0000000000
o1,2024,B,B3,5,6,0.8333333333
o1,2024,C,C1,5,5,1.0000000000
o1,2024,C,C2,6,6,1.0000000000
o1,2024,C,C3,1,1,1.0000000000
o1,2024,C,C4,1,1,1.0000000000
o1,2024,C,C5,2,2,1.0000000000
o1,2024,D,D1,5,14,0.3571428571
o1,2024,D,D2,0,3,0.0000000000
o1,2024,D,D3,0,1,0.0000000000
o1,2024,D,D4,0,8,0.0000000000
o1,2024,E,E1,2,7,0.2857142857
o1,2024,E,E2,0,1,0.0000000000
o1,2024,F,F1,1,6,0.1666666667
o1,2024,G,G1,0,1,0.0000000000
o1,2024,G,G2,1,5,0.2000000000
o1,2024,G,G3,1,9,0.1111111111
o1,2024,G,G4,3,3,1.0000000000
o1,2024,G,G5,0,1,0.0000000000
o1,2024,G,G6,1,1,1.0000000000
o1,2024,H,H1,0.5,2,0.2500000000
o1,2024,H,H2,0,1,0.0000000000
o1,2024,H,H3,2,4,0.5000000000
o1,2024,H,H4,1,5,0.2000000000
o1,2024,I,I1,15,15,1.0000000000
o1,2024,I,I2,0.5,1,0.5000000000
o1,2024,J,J1,4,8,0.5000000000
o1,2024,J,J2,6.5,8,0.8125000000
o1,2024,K,K1,8.5,15,0.5666666667
o1,2024,L,L1,0.5,3,0.1666666667
o1,2024,L,L2,0,4,0.0000000000
o1,2024,M,M1,2,20,0.1000000000
o1,2024,M,M2,0,4,0.0000000000
o1,2024,M,M3,1,5,0.2000000000
o1,2024,M,M4,0,1,0.0000000000
o1,2024,N,N1,0.5,1,0.5000000000
o1,2024,N,N2,0,9,0.0000000000
o1,2024,N,N3,0,3,0.0000000000
o1,2024,N,N4,0,2,0.0000000000
o1,2024,N,N5,0,5,0.0000000000
o1,2024,O,O1,0,15,0.0000000000
o1,2024,O,O2,0,1,0.0000000000
o1,2024,O,O3,0,1,0.0000000000
o1,2024,O,O4,0.5,1,0.5000000000
o1,2024,P,P1,0,6,0.0000000000
o1,2024,P,P2,0,6,0.0000000000
o1,2024,P,P3,0,6,0.0000000000
o1,2024,Q,Q1,5,15,0.3333333333
o1,2024,Q,Q2,2,3,0.6666666667
o1,2024,Q,Q3,0,4,0.0000000000
o1,2024,R,R1,2,5,0.4000000000
o1,2024,R,R2,0,3,0.0000000000
o1,2024,R,R3,2,23,0.0869565217
o1,2024,R,R4,1,3,0.3333333333
