LLM,Year,Question_ID,Task_ID,Score,Max Score,Normalized Score
o1,2020,A,A1,0,14,0.0000000000
o1,2020,A,A2,0,19,0.0000000000
o1,2020,B,B1,4,16,0.2500000000
o1,2020,B,B2,0.5,4,0.1250000000
o1,2020,B,B3,0,3,0.0000000000
o1,2020,C,C1,0,26,0.0000000000
o1,2020,D,D1,1,7,0.1428571429
o1,2020,D,D2,0,9,0.0000000000
o1,2020,E,E1,2,4,0.5000000000
o1,2020,E,E2,1,1,1.0000000000
o1,2020,E,E3,1,1,1.0000000000
o1,2020,F,F1,1,3,0.3333333333
o1,2020,F,F2,0.5,6,0.0833333333
o1,2020,G,G1,0,12,0.0000000000
o1,2020,G,G2,0,6,0.0000000000
o1,2020,H,H1,0,4,0.0000000000
o1,2020,H,H2,0,3,0.0000000000
o1,2020,I,I1,2,20,0.1000000000
o1,2020,I,I2,0,3,0.0000000000
o1,2020,I,I3,0,1,0.0000000000
o1,2020,J,J1,0,3,0.0000000000
o1,2020,J,J2,0,3,0.0000000000
o1,2020,K,K1,0,17,0.0000000000
o1,2020,K,K2,0,1,0.0000000000
o1,2020,L,L1,2,3,0.6666666667
o1,2020,L,L2,3,3,1.0000000000
o1,2020,L,L3,0,1,0.0000000000
o1,2020,L,L4,0,1,0.0000000000
o1,2020,L,L5,0,3,0.0000000000
o1,2020,L,L6,3,3,1.0000000000
o1,2020,M,M1,1,1,1.0000000000
o1,2020,M,M2,4,6,0.6666666667
o1,2020,M,M3,2,4,0.5000000000
o1,2020,N,N1,0,1,0.0000000000
o1,2020,N,N2,0,1,0.0000000000
o1,2020,N,N3,0,5,0.0000000000
o1,2020,O,O1,4,5,0.8000000000
o1,2020,O,O2,0.5,5,0.1000000000
o1,2020,P,P1,4,17,0.2352941176
o1,2020,Q,Q1,0,7,0.0000000000
o1,2020,Q,Q2,0,1,0.0000000000
o1,2020,Q,Q3,0,11,0.0000000000
o1,2020,R,R1,0,22,0.0000000000
