LLM,Year,Question_ID,Task_ID,Score,Max Score,Normalized Score
o1,2017,A,A1,4,5,0.8000000000
o1,2017,A,A2,1,1,1.0000000000
o1,2017,A,A3,2,2,1.0000000000
o1,2017,B,B1,20,20,1.0000000000
o1,2017,C,C1,5,15,0.3333333333
o1,2017,C,C2,0,2,0.0000000000
o1,2017,D,D1,7,7,1.0000000000
o1,2017,D,D2,1,1,1.0000000000
o1,2017,D,D3,1,1,1.0000000000
o1,2017,D,D4,1,1,1.0000000000
o1,2017,E,E1,25,25,1.0000000000
o1,2017,F,F1,4,4,1.0000000000
o1,2017,F,F2,7,7,1.0000000000
o1,2017,G,G1,8,8,1.0000000000
o1,2017,G,G2,0,1,0.0000000000
o1,2017,H,H1,0,4,0.0000000000
o1,2017,I,I1,13,13,1.0000000000
o1,2017,I,I2,2.5,4,0.6250000000
o1,2017,I,I3,2.5,4,0.6250000000
o1,2017,J,J1,10,10,1.0000000000
o1,2017,J,J2,0,4,0.0000000000
o1,2017,J,J3,0,3,0.0000000000
o1,2017,K,K2,0,1,0.0000000000
o1,2017,K,K3,1,2,0.5000000000
o1,2017,L,L1,1,3,0.3333333333
o1,2017,L,L2,0,3,0.0000000000
o1,2017,M,M1,4,6,0.6666666667
o1,2017,M,M2,6,6,1.0000000000
o1,2017,N,N1,12,12,1.0000000000
o1,2017,N,N2,6,6,1.0000000000
o1,2017,N,N3,4.5,5,0.9000000000
o1,2017,O,O1,0,10,0.0000000000
o1,2017,O,O2,0,1,0.0000000000
o1,2017,P,P1,2,3,0.6666666667
o1,2017,Q,Q1,0,7,0.0000000000
o1,2017,Q,Q2,0,3,0.0000000000
o1,2017,R,R1,1,5,0.2000000000
o1,2017,R,R2,0,1,0.0000000000
o1,2017,R,R3,0,1,0.0000000000
