LLM,Year,Question_ID,Task_ID,Score,Max Score,Normalized Score
o1,2023,A,A1,7,8,0.8750000000
o1,2023,A,A2,1,4,0.2500000000
o1,2023,A,A3,6,6,1.0000000000
o1,2023,A,A4,4,6,0.6666666667
o1,2023,B,B1,0,5,0.0000000000
o1,2023,C,C1,0,9,0.0000000000
o1,2023,C,C2,0,1,0.0000000000
o1,2023,D,D1,1,4,0.2500000000
o1,2023,D,D2,0,4,0.0000000000
o1,2023,E,E1,2,6,0.3333333333
o1,2023,E,E2,0,1,0.0000000000
o1,2023,E,E3,1,2,0.5000000000
o1,2023,E,E4,0,1,0.0000000000
o1,2023,F,F1,3,21,0.1428571429
o1,2023,F,F2,0,4,0.0000000000
o1,2023,G,G1,0.5,3,0.1666666667
o1,2023,G,G2,1,3,0.3333333333
o1,2023,G,G3,0,1,0.0000000000
o1,2023,H,H1,6,6,1.0000000000
o1,2023,H,H2,3,6,0.5000000000
o1,2023,H,H3,1,1,1.0000000000
o1,2023,H,H4,2,2,1.0000000000
o1,2023,H,H5,0,1,0.0000000000
o1,2023,I,I1,1,6,0.1666666667
o1,2023,J,J1,0,5,0.0000000000
o1,2023,K,K1,0,2,0.0000000000
o1,2023,K,K2,2,3,0.6666666667
o1,2023,K,K3,0,22,0.0000000000
o1,2023,L,L1,0,1,0.0000000000
o1,2023,L,L2,0,3,0.0000000000
o1,2023,L,L3,0,3,0.0000000000
o1,2023,M,M1,0,4,0.0000000000
o1,2023,M,M2,0,5,0.0000000000
o1,2023,N,N1,0,12,0.0000000000
o1,2023,N,N2,0,4,0.0000000000
o1,2023,O,O1,3,8,0.3750000000
o1,2023,O,O2,0,3,0.0000000000
o1,2023,O,O3,0,6,0.0000000000
o1,2023,P,P1,0,18,0.0000000000
o1,2023,Q,Q1,6,8,0.7500000000
