LLM,Year,Question_ID,Task_ID,Score,Max Score,Normalized Score
o1,2016,A,A1,3.5,5,0.7000000000
o1,2016,B,B1,1,6,0.1666666667
o1,2016,B,B2,0,3,0.0000000000
o1,2016,C,C1,1,4,0.2500000000
o1,2016,C,C2,12,12,1.0000000000
o1,2016,D,D1,2,8,0.2500000000
o1,2016,E,E1,1,10,0.1000000000
o1,2016,E,E2,0,1,0.0000000000
o1,2016,E,E3,0,10,0.0000000000
o1,2016,F,F1,7,7,1.0000000000
o1,2016,F,F2,7,7,1.0000000000
o1,2016,G,G1,2,23,0.0869565217
o1,2016,G,G2,0,4,0.0000000000
o1,2016,H,H1,7,12,0.5833333333
o1,2016,I,I1,10,18,0.5555555556
o1,2016,I,I2,2,2,1.0000000000
o1,2016,I,I3,1,2,0.5000000000
o1,2016,J,J1,5,7,0.7142857143
o1,2016,J,J2,5,18,0.2777777778
o1,2016,K,K2,1,11,0.0909090909
o1,2016,L,L1,1,5,0.2000000000
o1,2016,L,L2,0,1,0.0000000000
o1,2016,M,M1,1,7,0.1428571429
o1,2016,M,M2,0,1,0.0000000000
o1,2016,N,N1,13,13,1.0000000000
o1,2016,O,O1,0,8,0.0000000000
o1,2016,P,P1,0,1,0.0000000000
o1,2016,P,P2,0,1,0.0000000000
o1,2016,Q,Q1,1,5,0.2000000000
o1,2016,R,R1,6,15,0.4000000000
