LLM,Year,Question_ID,Task_ID,Score,Max Score,Normalized Score
grok-4-fast-reasoning,2016,A,A1,4.0,5,0.8
grok-4-fast-reasoning,2016,B,B1,0.5,6,0.083333
grok-4-fast-reasoning,2016,B,B2,0.0,3,0.0
grok-4-fast-reasoning,2016,C,C1,0.0,4,0.0
grok-4-fast-reasoning,2016,C,C2,6.0,12,0.5
grok-4-fast-reasoning,2016,D,D1,0.0,8,0.0
grok-4-fast-reasoning,2016,E,E1,2.0,10,0.2
grok-4-fast-reasoning,2016,E,E2,0.0,1,0.0
grok-4-fast-reasoning,2016,E,E3,0.0,10,0.0
grok-4-fast-reasoning,2016,F,F1,4.0,7,0.571429
grok-4-fast-reasoning,2016,F,F2,3.0,7,0.428571
grok-4-fast-reasoning,2016,G,G1,0.0,23,0.0
grok-4-fast-reasoning,2016,G,G2,0.0,4,0.0
grok-4-fast-reasoning,2016,H,H1,6.0,12,0.5
grok-4-fast-reasoning,2016,I,I1,0.0,18,0.0
grok-4-fast-reasoning,2016,I,I2,2.0,2,1.0
grok-4-fast-reasoning,2016,I,I3,2.0,2,1.0
grok-4-fast-reasoning,2016,J,J1,1.0,7,0.142857
grok-4-fast-reasoning,2016,J,J2,0.0,18,0.0
grok-4-fast-reasoning,2016,K,K2,0.0,11,0.0
grok-4-fast-reasoning,2016,L,L1,3.0,5,0.6
grok-4-fast-reasoning,2016,L,L2,0.5,1,0.5
grok-4-fast-reasoning,2016,M,M1,1.0,7,0.142857
grok-4-fast-reasoning,2016,M,M2,0.0,1,0.0
grok-4-fast-reasoning,2016,N,N1,3.0,13,0.230769
grok-4-fast-reasoning,2016,O,O1,0.0,8,0.0
grok-4-fast-reasoning,2016,P,P1,0.0,1,0.0
grok-4-fast-reasoning,2016,P,P2,0.0,1,0.0
grok-4-fast-reasoning,2016,Q,Q1,3.0,5,0.6
grok-4-fast-reasoning,2016,R,R1,8.0,15,0.533333
