LLM,Year,Question_ID,Task_ID,Score,Max Score,Normalized Score
grok-4-fast-reasoning,2017,A,A1,0.5,5,0.1
grok-4-fast-reasoning,2017,A,A2,1.0,1,1.0
grok-4-fast-reasoning,2017,A,A3,2.0,2,1.0
grok-4-fast-reasoning,2017,B,B1,18.0,20,0.9
grok-4-fast-reasoning,2017,C,C1,0.0,15,0.0
grok-4-fast-reasoning,2017,C,C2,0.0,2,0.0
grok-4-fast-reasoning,2017,D,D1,7.0,7,1.0
grok-4-fast-reasoning,2017,D,D2,1.0,1,1.0
grok-4-fast-reasoning,2017,D,D3,1.0,1,1.0
grok-4-fast-reasoning,2017,D,D4,0.0,1,0.0
grok-4-fast-reasoning,2017,E,E1,1.0,25,0.04
grok-4-fast-reasoning,2017,F,F1,3.0,4,0.75
grok-4-fast-reasoning,2017,F,F2,6.0,7,0.857143
grok-4-fast-reasoning,2017,G,G1,8.0,8,1.0
grok-4-fast-reasoning,2017,G,G2,0.0,1,0.0
grok-4-fast-reasoning,2017,H,H1,4.0,4,1.0
grok-4-fast-reasoning,2017,I,I1,13.0,13,1.0
grok-4-fast-reasoning,2017,I,I2,2.5,4,0.625
grok-4-fast-reasoning,2017,I,I3,0.0,4,0.0
grok-4-fast-reasoning,2017,J,J1,10.0,10,1.0
grok-4-fast-reasoning,2017,J,J2,0.0,4,0.0
grok-4-fast-reasoning,2017,J,J3,0.0,3,0.0
grok-4-fast-reasoning,2017,K,K2,1.0,1,1.0
grok-4-fast-reasoning,2017,K,K3,2.0,2,1.0
grok-4-fast-reasoning,2017,L,L1,1.0,3,0.333333
grok-4-fast-reasoning,2017,L,L2,0.0,3,0.0
grok-4-fast-reasoning,2017,M,M1,1.5,6,0.25
grok-4-fast-reasoning,2017,M,M2,4.5,6,0.75
grok-4-fast-reasoning,2017,N,N1,12.0,12,1.0
grok-4-fast-reasoning,2017,N,N2,4.0,6,0.666667
grok-4-fast-reasoning,2017,N,N3,1.5,5,0.3
grok-4-fast-reasoning,2017,O,O1,1.0,10,0.1
grok-4-fast-reasoning,2017,O,O2,0.0,1,0.0
grok-4-fast-reasoning,2017,P,P1,0.0,3,0.0
grok-4-fast-reasoning,2017,Q,Q1,2.0,7,0.285714
grok-4-fast-reasoning,2017,Q,Q2,0.0,3,0.0
grok-4-fast-reasoning,2017,R,R1,0.0,5,0.0
grok-4-fast-reasoning,2017,R,R2,0.5,1,0.5
grok-4-fast-reasoning,2017,R,R3,0.0,1,0.0
