LLM,Year,Question_ID,Task_ID,Score,Max Score,Normalized Score
grok-4-fast-reasoning,2023,A,A1,6.0,8,0.75
grok-4-fast-reasoning,2023,A,A2,1.0,4,0.25
grok-4-fast-reasoning,2023,A,A3,6.0,6,1.0
grok-4-fast-reasoning,2023,A,A4,4.0,6,0.666667
grok-4-fast-reasoning,2023,B,B1,2.0,5,0.4
grok-4-fast-reasoning,2023,C,C1,1.0,9,0.111111
grok-4-fast-reasoning,2023,C,C2,0.0,1,0.0
grok-4-fast-reasoning,2023,D,D1,1.0,4,0.25
grok-4-fast-reasoning,2023,D,D2,0.0,4,0.0
grok-4-fast-reasoning,2023,E,E1,1.0,6,0.166667
grok-4-fast-reasoning,2023,E,E2,1.0,1,1.0
grok-4-fast-reasoning,2023,E,E3,2.0,2,1.0
grok-4-fast-reasoning,2023,E,E4,1.0,1,1.0
grok-4-fast-reasoning,2023,F,F1,0.0,21,0.0
grok-4-fast-reasoning,2023,F,F2,0.0,4,0.0
grok-4-fast-reasoning,2023,G,G1,0.0,3,0.0
grok-4-fast-reasoning,2023,G,G2,0.0,3,0.0
grok-4-fast-reasoning,2023,G,G3,1.0,1,1.0
grok-4-fast-reasoning,2023,H,H1,4.0,6,0.666667
grok-4-fast-reasoning,2023,H,H2,2.0,6,0.333333
grok-4-fast-reasoning,2023,H,H3,1.0,1,1.0
grok-4-fast-reasoning,2023,H,H4,1.0,2,0.5
grok-4-fast-reasoning,2023,H,H5,0.0,1,0.0
grok-4-fast-reasoning,2023,I,I1,2.0,6,0.333333
grok-4-fast-reasoning,2023,J,J1,0.0,5,0.0
grok-4-fast-reasoning,2023,K,K1,0.0,2,0.0
grok-4-fast-reasoning,2023,K,K2,0.0,3,0.0
grok-4-fast-reasoning,2023,K,K3,8.0,22,0.363636
grok-4-fast-reasoning,2023,L,L1,1.0,1,1.0
grok-4-fast-reasoning,2023,L,L2,0.0,3,0.0
grok-4-fast-reasoning,2023,L,L3,0.0,3,0.0
grok-4-fast-reasoning,2023,M,M1,3.0,4,0.75
grok-4-fast-reasoning,2023,M,M2,0.0,5,0.0
grok-4-fast-reasoning,2023,N,N1,1.0,12,0.083333
grok-4-fast-reasoning,2023,N,N2,0.0,4,0.0
grok-4-fast-reasoning,2023,O,O1,8.0,8,1.0
grok-4-fast-reasoning,2023,O,O2,2.0,3,0.666667
grok-4-fast-reasoning,2023,O,O3,0.0,6,0.0
grok-4-fast-reasoning,2023,P,P1,0.0,18,0.0
grok-4-fast-reasoning,2023,Q,Q1,3.5,8,0.4375
